row_id,dataset,molecule_index,component_split,heavy_atoms,molformer_tokens,within_limit
CHEMBL231_Ki:432,CHEMBL231_Ki,432,isolated,28,50,True
CHEMBL231_Ki:433,CHEMBL231_Ki,433,isolated,28,50,True
CHEMBL231_Ki:434,CHEMBL231_Ki,434,isolated,28,50,True
CHEMBL231_Ki:435,CHEMBL231_Ki,435,isolated,29,49,True
CHEMBL231_Ki:436,CHEMBL231_Ki,436,isolated,30,48,True
CHEMBL231_Ki:437,CHEMBL231_Ki,437,isolated,22,33,True
CHEMBL231_Ki:438,CHEMBL231_Ki,438,isolated,24,40,True
CHEMBL231_Ki:439,CHEMBL231_Ki,439,isolated,36,63,True
CHEMBL231_Ki:440,CHEMBL231_Ki,440,isolated,36,63,True
CHEMBL231_Ki:441,CHEMBL231_Ki,441,isolated,32,54,True
CHEMBL231_Ki:442,CHEMBL231_Ki,442,isolated,35,60,True
CHEMBL231_Ki:443,CHEMBL231_Ki,443,isolated,30,54,True
CHEMBL231_Ki:444,CHEMBL231_Ki,444,isolated,30,54,True
CHEMBL231_Ki:445,CHEMBL231_Ki,445,isolated,30,54,True
CHEMBL231_Ki:446,CHEMBL231_Ki,446,isolated,29,52,True
CHEMBL231_Ki:447,CHEMBL231_Ki,447,isolated,26,45,True
CHEMBL231_Ki:448,CHEMBL231_Ki,448,isolated,28,47,True
CHEMBL231_Ki:449,CHEMBL231_Ki,449,isolated,29,50,True
CHEMBL231_Ki:450,CHEMBL231_Ki,450,isolated,28,47,True
CHEMBL231_Ki:451,CHEMBL231_Ki,451,isolated,28,48,True
CHEMBL231_Ki:452,CHEMBL231_Ki,452,isolated,28,48,True
CHEMBL231_Ki:453,CHEMBL231_Ki,453,isolated,27,47,True
CHEMBL231_Ki:454,CHEMBL231_Ki,454,train,27,46,True
CHEMBL231_Ki:455,CHEMBL231_Ki,455,train,26,45,True
CHEMBL231_Ki:456,CHEMBL231_Ki,456,isolated,28,49,True
CHEMBL231_Ki:457,CHEMBL231_Ki,457,isolated,28,49,True
CHEMBL231_Ki:458,CHEMBL231_Ki,458,train,28,47,True
CHEMBL231_Ki:459,CHEMBL231_Ki,459,train,28,49,True
CHEMBL231_Ki:460,CHEMBL231_Ki,460,train,27,46,True
CHEMBL231_Ki:461,CHEMBL231_Ki,461,train,28,47,True
CHEMBL231_Ki:462,CHEMBL231_Ki,462,isolated,28,47,True
CHEMBL231_Ki:463,CHEMBL231_Ki,463,train,29,50,True
CHEMBL231_Ki:464,CHEMBL231_Ki,464,isolated,28,47,True
CHEMBL231_Ki:465,CHEMBL231_Ki,465,train,29,48,True
CHEMBL231_Ki:466,CHEMBL231_Ki,466,train,29,50,True
CHEMBL231_Ki:467,CHEMBL231_Ki,467,isolated,29,50,True
CHEMBL231_Ki:468,CHEMBL231_Ki,468,isolated,29,50,True
CHEMBL231_Ki:469,CHEMBL231_Ki,469,train,28,47,True
CHEMBL231_Ki:470,CHEMBL231_Ki,470,isolated,28,48,True
CHEMBL231_Ki:471,CHEMBL231_Ki,471,isolated,29,51,True
CHEMBL231_Ki:472,CHEMBL231_Ki,472,isolated,29,49,True
CHEMBL231_Ki:473,CHEMBL231_Ki,473,isolated,22,36,True
CHEMBL231_Ki:474,CHEMBL231_Ki,474,isolated,27,43,True
CHEMBL231_Ki:475,CHEMBL231_Ki,475,isolated,22,38,True
CHEMBL231_Ki:476,CHEMBL231_Ki,476,isolated,32,52,True
CHEMBL231_Ki:477,CHEMBL231_Ki,477,isolated,21,37,True
CHEMBL231_Ki:478,CHEMBL231_Ki,478,isolated,22,35,True
CHEMBL231_Ki:479,CHEMBL231_Ki,479,train,23,36,True
CHEMBL231_Ki:480,CHEMBL231_Ki,480,isolated,23,36,True
CHEMBL231_Ki:481,CHEMBL231_Ki,481,train,24,39,True
CHEMBL231_Ki:482,CHEMBL231_Ki,482,train,24,40,True
CHEMBL231_Ki:483,CHEMBL231_Ki,483,train,25,41,True
CHEMBL231_Ki:484,CHEMBL231_Ki,484,isolated,27,46,True
CHEMBL231_Ki:485,CHEMBL231_Ki,485,isolated,22,37,True
CHEMBL231_Ki:486,CHEMBL231_Ki,486,isolated,23,38,True
CHEMBL231_Ki:487,CHEMBL231_Ki,487,train,23,38,True
CHEMBL231_Ki:488,CHEMBL231_Ki,488,train,24,41,True
CHEMBL231_Ki:489,CHEMBL231_Ki,489,train,25,42,True
CHEMBL231_Ki:490,CHEMBL231_Ki,490,train,24,39,True
CHEMBL231_Ki:491,CHEMBL231_Ki,491,train,27,44,True
CHEMBL231_Ki:492,CHEMBL231_Ki,492,train,27,44,True
CHEMBL231_Ki:493,CHEMBL231_Ki,493,isolated,27,44,True
CHEMBL231_Ki:494,CHEMBL231_Ki,494,train,27,44,True
CHEMBL231_Ki:495,CHEMBL231_Ki,495,train,27,44,True
CHEMBL231_Ki:496,CHEMBL231_Ki,496,isolated,28,45,True
CHEMBL231_Ki:497,CHEMBL231_Ki,497,train,28,45,True
CHEMBL231_Ki:498,CHEMBL231_Ki,498,train,28,45,True
CHEMBL231_Ki:499,CHEMBL231_Ki,499,isolated,28,45,True
CHEMBL231_Ki:500,CHEMBL231_Ki,500,train,28,45,True
CHEMBL231_Ki:501,CHEMBL231_Ki,501,test,29,46,True
CHEMBL231_Ki:502,CHEMBL231_Ki,502,test,29,49,True
CHEMBL231_Ki:503,CHEMBL231_Ki,503,isolated,25,38,True
CHEMBL231_Ki:504,CHEMBL231_Ki,504,isolated,29,48,True
CHEMBL231_Ki:505,CHEMBL231_Ki,505,isolated,27,42,True
CHEMBL231_Ki:506,CHEMBL231_Ki,506,isolated,43,62,True
CHEMBL231_Ki:507,CHEMBL231_Ki,507,isolated,44,67,True
CHEMBL231_Ki:508,CHEMBL231_Ki,508,isolated,44,65,True
CHEMBL231_Ki:509,CHEMBL231_Ki,509,calibration,26,39,True
CHEMBL231_Ki:510,CHEMBL231_Ki,510,isolated,47,70,True
CHEMBL231_Ki:511,CHEMBL231_Ki,511,isolated,45,68,True
CHEMBL231_Ki:512,CHEMBL231_Ki,512,isolated,46,69,True
CHEMBL231_Ki:513,CHEMBL231_Ki,513,isolated,46,67,True
CHEMBL231_Ki:514,CHEMBL231_Ki,514,isolated,47,68,True
CHEMBL231_Ki:515,CHEMBL231_Ki,515,train,25,40,True
CHEMBL231_Ki:516,CHEMBL231_Ki,516,isolated,47,70,True
CHEMBL231_Ki:517,CHEMBL231_Ki,517,isolated,26,43,True
CHEMBL231_Ki:518,CHEMBL231_Ki,518,test,28,45,True
CHEMBL231_Ki:519,CHEMBL231_Ki,519,isolated,27,44,True
CHEMBL231_Ki:520,CHEMBL231_Ki,520,test,27,44,True
CHEMBL231_Ki:521,CHEMBL231_Ki,521,isolated,26,41,True
CHEMBL231_Ki:522,CHEMBL231_Ki,522,isolated,23,36,True
CHEMBL231_Ki:523,CHEMBL231_Ki,523,isolated,27,44,True
CHEMBL231_Ki:524,CHEMBL231_Ki,524,isolated,26,43,True
CHEMBL231_Ki:525,CHEMBL231_Ki,525,isolated,26,43,True
CHEMBL231_Ki:526,CHEMBL231_Ki,526,calibration,26,41,True
CHEMBL231_Ki:527,CHEMBL231_Ki,527,calibration,26,41,True
CHEMBL231_Ki:528,CHEMBL231_Ki,528,train,24,39,True
CHEMBL231_Ki:529,CHEMBL231_Ki,529,isolated,27,44,True
CHEMBL231_Ki:530,CHEMBL231_Ki,530,test,26,43,True
CHEMBL231_Ki:531,CHEMBL231_Ki,531,calibration,26,41,True
CHEMBL231_Ki:532,CHEMBL231_Ki,532,test,27,44,True
CHEMBL231_Ki:533,CHEMBL231_Ki,533,isolated,25,48,True
CHEMBL231_Ki:534,CHEMBL231_Ki,534,isolated,23,37,True
CHEMBL231_Ki:535,CHEMBL231_Ki,535,isolated,32,65,True
CHEMBL231_Ki:536,CHEMBL231_Ki,536,isolated,22,37,True
CHEMBL231_Ki:537,CHEMBL231_Ki,537,isolated,35,58,True
CHEMBL231_Ki:538,CHEMBL231_Ki,538,isolated,30,51,True
CHEMBL231_Ki:539,CHEMBL231_Ki,539,isolated,28,49,True
CHEMBL231_Ki:540,CHEMBL231_Ki,540,isolated,24,38,True
CHEMBL231_Ki:541,CHEMBL231_Ki,541,test,19,29,True
CHEMBL231_Ki:542,CHEMBL231_Ki,542,train,21,32,True
CHEMBL231_Ki:543,CHEMBL231_Ki,543,isolated,21,37,True
CHEMBL231_Ki:544,CHEMBL231_Ki,544,isolated,24,41,True
CHEMBL231_Ki:545,CHEMBL231_Ki,545,isolated,20,32,True
CHEMBL231_Ki:546,CHEMBL231_Ki,546,isolated,25,39,True
CHEMBL231_Ki:547,CHEMBL231_Ki,547,isolated,28,47,True
CHEMBL231_Ki:548,CHEMBL231_Ki,548,isolated,22,36,True
CHEMBL231_Ki:549,CHEMBL231_Ki,549,isolated,30,50,True
CHEMBL231_Ki:550,CHEMBL231_Ki,550,isolated,22,34,True
CHEMBL231_Ki:551,CHEMBL231_Ki,551,isolated,20,30,True
CHEMBL231_Ki:552,CHEMBL231_Ki,552,train,20,30,True
CHEMBL231_Ki:553,CHEMBL231_Ki,553,isolated,20,32,True
CHEMBL231_Ki:554,CHEMBL231_Ki,554,isolated,27,44,True
CHEMBL231_Ki:555,CHEMBL231_Ki,555,isolated,20,29,True
CHEMBL231_Ki:556,CHEMBL231_Ki,556,isolated,25,39,True
CHEMBL231_Ki:557,CHEMBL231_Ki,557,isolated,30,49,True
CHEMBL231_Ki:558,CHEMBL231_Ki,558,test,25,45,True
CHEMBL231_Ki:559,CHEMBL231_Ki,559,isolated,18,28,True
CHEMBL231_Ki:560,CHEMBL231_Ki,560,isolated,22,34,True
CHEMBL231_Ki:561,CHEMBL231_Ki,561,isolated,38,68,True
CHEMBL231_Ki:562,CHEMBL231_Ki,562,isolated,26,43,True
CHEMBL231_Ki:563,CHEMBL231_Ki,563,isolated,25,39,True
CHEMBL231_Ki:564,CHEMBL231_Ki,564,isolated,23,35,True
CHEMBL231_Ki:565,CHEMBL231_Ki,565,isolated,43,68,True
CHEMBL231_Ki:566,CHEMBL231_Ki,566,isolated,42,69,True
CHEMBL231_Ki:567,CHEMBL231_Ki,567,calibration,35,56,True
CHEMBL231_Ki:568,CHEMBL231_Ki,568,isolated,33,52,True
CHEMBL231_Ki:569,CHEMBL231_Ki,569,calibration,40,65,True
CHEMBL231_Ki:570,CHEMBL231_Ki,570,calibration,39,62,True
CHEMBL231_Ki:571,CHEMBL231_Ki,571,isolated,35,56,True
CHEMBL231_Ki:572,CHEMBL231_Ki,572,isolated,36,59,True
CHEMBL231_Ki:573,CHEMBL231_Ki,573,calibration,35,56,True
CHEMBL231_Ki:574,CHEMBL231_Ki,574,train,20,30,True
CHEMBL231_Ki:575,CHEMBL231_Ki,575,isolated,22,38,True
CHEMBL231_Ki:576,CHEMBL231_Ki,576,isolated,20,35,True
CHEMBL231_Ki:577,CHEMBL231_Ki,577,isolated,20,32,True
CHEMBL231_Ki:578,CHEMBL231_Ki,578,isolated,19,29,True
CHEMBL231_Ki:579,CHEMBL231_Ki,579,isolated,18,28,True
CHEMBL231_Ki:580,CHEMBL231_Ki,580,isolated,16,22,True
CHEMBL231_Ki:581,CHEMBL231_Ki,581,isolated,22,36,True
CHEMBL231_Ki:582,CHEMBL231_Ki,582,isolated,22,38,True
CHEMBL231_Ki:583,CHEMBL231_Ki,583,isolated,19,29,True
CHEMBL231_Ki:584,CHEMBL231_Ki,584,isolated,20,34,True
CHEMBL231_Ki:585,CHEMBL231_Ki,585,isolated,21,35,True
CHEMBL231_Ki:586,CHEMBL231_Ki,586,isolated,20,34,True
CHEMBL231_Ki:587,CHEMBL231_Ki,587,isolated,16,27,True
CHEMBL231_Ki:588,CHEMBL231_Ki,588,isolated,22,34,True
CHEMBL231_Ki:589,CHEMBL231_Ki,589,isolated,21,33,True
CHEMBL231_Ki:590,CHEMBL231_Ki,590,isolated,21,34,True
CHEMBL231_Ki:591,CHEMBL231_Ki,591,isolated,22,39,True
CHEMBL231_Ki:592,CHEMBL231_Ki,592,isolated,16,22,True
CHEMBL231_Ki:593,CHEMBL231_Ki,593,isolated,29,48,True
CHEMBL231_Ki:594,CHEMBL231_Ki,594,isolated,31,50,True
CHEMBL231_Ki:595,CHEMBL231_Ki,595,isolated,32,51,True
CHEMBL231_Ki:596,CHEMBL231_Ki,596,isolated,32,51,True
CHEMBL231_Ki:597,CHEMBL231_Ki,597,isolated,29,47,True
CHEMBL231_Ki:598,CHEMBL231_Ki,598,isolated,26,40,True
CHEMBL231_Ki:599,CHEMBL231_Ki,599,train,23,37,True
CHEMBL231_Ki:600,CHEMBL231_Ki,600,isolated,24,38,True
CHEMBL231_Ki:601,CHEMBL231_Ki,601,isolated,25,37,True
CHEMBL231_Ki:602,CHEMBL231_Ki,602,isolated,30,47,True
CHEMBL231_Ki:603,CHEMBL231_Ki,603,isolated,30,48,True
CHEMBL231_Ki:604,CHEMBL231_Ki,604,train,23,37,True
CHEMBL231_Ki:605,CHEMBL231_Ki,605,train,23,37,True
CHEMBL231_Ki:606,CHEMBL231_Ki,606,train,23,37,True
CHEMBL231_Ki:607,CHEMBL231_Ki,607,train,23,37,True
CHEMBL231_Ki:608,CHEMBL231_Ki,608,isolated,23,40,True
CHEMBL231_Ki:609,CHEMBL231_Ki,609,isolated,23,40,True
CHEMBL231_Ki:610,CHEMBL231_Ki,610,isolated,23,40,True
CHEMBL231_Ki:611,CHEMBL231_Ki,611,isolated,22,37,True
CHEMBL231_Ki:612,CHEMBL231_Ki,612,isolated,23,35,True
CHEMBL231_Ki:613,CHEMBL231_Ki,613,isolated,22,34,True
CHEMBL231_Ki:614,CHEMBL231_Ki,614,isolated,23,35,True
CHEMBL231_Ki:615,CHEMBL231_Ki,615,isolated,23,35,True
CHEMBL231_Ki:616,CHEMBL231_Ki,616,isolated,23,35,True
CHEMBL231_Ki:617,CHEMBL231_Ki,617,isolated,25,39,True
CHEMBL231_Ki:618,CHEMBL231_Ki,618,isolated,25,39,True
CHEMBL231_Ki:619,CHEMBL231_Ki,619,isolated,25,39,True
CHEMBL231_Ki:620,CHEMBL231_Ki,620,train,27,41,True
CHEMBL231_Ki:621,CHEMBL231_Ki,621,train,26,40,True
CHEMBL231_Ki:622,CHEMBL231_Ki,622,isolated,29,46,True
CHEMBL231_Ki:623,CHEMBL231_Ki,623,isolated,29,47,True
CHEMBL231_Ki:624,CHEMBL231_Ki,624,isolated,26,43,True
CHEMBL231_Ki:625,CHEMBL231_Ki,625,isolated,28,48,True
CHEMBL231_Ki:626,CHEMBL231_Ki,626,isolated,32,55,True
CHEMBL231_Ki:627,CHEMBL231_Ki,627,isolated,32,55,True
CHEMBL231_Ki:628,CHEMBL231_Ki,628,isolated,30,51,True
CHEMBL231_Ki:629,CHEMBL231_Ki,629,isolated,32,53,True
CHEMBL231_Ki:630,CHEMBL231_Ki,630,isolated,28,45,True
CHEMBL231_Ki:631,CHEMBL231_Ki,631,isolated,27,42,True
CHEMBL231_Ki:632,CHEMBL231_Ki,632,isolated,29,44,True
CHEMBL231_Ki:633,CHEMBL231_Ki,633,isolated,29,44,True
CHEMBL231_Ki:634,CHEMBL231_Ki,634,isolated,26,41,True
CHEMBL231_Ki:635,CHEMBL231_Ki,635,isolated,26,41,True
CHEMBL231_Ki:636,CHEMBL231_Ki,636,isolated,29,44,True
CHEMBL231_Ki:637,CHEMBL231_Ki,637,isolated,29,44,True
CHEMBL231_Ki:638,CHEMBL231_Ki,638,isolated,26,41,True
CHEMBL231_Ki:639,CHEMBL231_Ki,639,isolated,29,44,True
CHEMBL231_Ki:640,CHEMBL231_Ki,640,isolated,29,44,True
CHEMBL231_Ki:641,CHEMBL231_Ki,641,isolated,26,41,True
CHEMBL231_Ki:642,CHEMBL231_Ki,642,isolated,29,44,True
CHEMBL231_Ki:643,CHEMBL231_Ki,643,isolated,29,44,True
CHEMBL231_Ki:644,CHEMBL231_Ki,644,isolated,26,41,True
CHEMBL231_Ki:645,CHEMBL231_Ki,645,isolated,46,67,True
CHEMBL231_Ki:646,CHEMBL231_Ki,646,isolated,35,64,True
CHEMBL231_Ki:647,CHEMBL231_Ki,647,isolated,41,69,True
CHEMBL231_Ki:648,CHEMBL231_Ki,648,isolated,35,60,True
CHEMBL231_Ki:649,CHEMBL231_Ki,649,isolated,35,60,True
CHEMBL231_Ki:650,CHEMBL231_Ki,650,isolated,35,60,True
CHEMBL231_Ki:651,CHEMBL231_Ki,651,train,36,63,True
CHEMBL231_Ki:652,CHEMBL231_Ki,652,isolated,35,60,True
CHEMBL231_Ki:653,CHEMBL231_Ki,653,isolated,34,57,True
CHEMBL231_Ki:654,CHEMBL231_Ki,654,isolated,35,62,True
CHEMBL231_Ki:655,CHEMBL231_Ki,655,isolated,34,59,True
CHEMBL231_Ki:656,CHEMBL231_Ki,656,train,36,62,True
CHEMBL231_Ki:657,CHEMBL231_Ki,657,train,35,60,True
CHEMBL231_Ki:658,CHEMBL231_Ki,658,isolated,35,60,True
CHEMBL231_Ki:659,CHEMBL231_Ki,659,isolated,34,57,True
CHEMBL231_Ki:660,CHEMBL231_Ki,660,isolated,34,57,True
CHEMBL231_Ki:661,CHEMBL231_Ki,661,isolated,34,57,True
CHEMBL231_Ki:662,CHEMBL231_Ki,662,isolated,34,57,True
CHEMBL231_Ki:663,CHEMBL231_Ki,663,train,33,56,True
CHEMBL231_Ki:664,CHEMBL231_Ki,664,isolated,37,66,True
CHEMBL231_Ki:665,CHEMBL231_Ki,665,isolated,35,60,True
CHEMBL231_Ki:666,CHEMBL231_Ki,666,isolated,35,58,True
CHEMBL231_Ki:667,CHEMBL231_Ki,667,isolated,34,59,True
CHEMBL231_Ki:668,CHEMBL231_Ki,668,isolated,34,59,True
CHEMBL231_Ki:669,CHEMBL231_Ki,669,isolated,34,57,True
CHEMBL231_Ki:670,CHEMBL231_Ki,670,isolated,35,61,True
CHEMBL231_Ki:671,CHEMBL231_Ki,671,isolated,35,61,True
CHEMBL231_Ki:672,CHEMBL231_Ki,672,isolated,35,59,True
CHEMBL231_Ki:673,CHEMBL231_Ki,673,isolated,34,59,True
CHEMBL231_Ki:674,CHEMBL231_Ki,674,isolated,34,59,True
CHEMBL231_Ki:675,CHEMBL231_Ki,675,isolated,34,57,True
CHEMBL231_Ki:676,CHEMBL231_Ki,676,train,34,59,True
CHEMBL231_Ki:677,CHEMBL231_Ki,677,isolated,34,57,True
CHEMBL231_Ki:678,CHEMBL231_Ki,678,isolated,31,52,True
CHEMBL231_Ki:679,CHEMBL231_Ki,679,train,32,55,True
CHEMBL231_Ki:680,CHEMBL231_Ki,680,isolated,32,55,True
CHEMBL231_Ki:681,CHEMBL231_Ki,681,isolated,32,53,True
CHEMBL231_Ki:682,CHEMBL231_Ki,682,isolated,33,56,True
CHEMBL231_Ki:683,CHEMBL231_Ki,683,train,33,56,True
CHEMBL231_Ki:684,CHEMBL231_Ki,684,isolated,33,54,True
CHEMBL231_Ki:685,CHEMBL231_Ki,685,isolated,32,55,True
CHEMBL231_Ki:686,CHEMBL231_Ki,686,train,32,55,True
CHEMBL231_Ki:687,CHEMBL231_Ki,687,isolated,32,53,True
CHEMBL231_Ki:688,CHEMBL231_Ki,688,train,31,54,True
CHEMBL231_Ki:689,CHEMBL231_Ki,689,train,31,54,True
CHEMBL231_Ki:690,CHEMBL231_Ki,690,isolated,31,52,True
CHEMBL231_Ki:691,CHEMBL231_Ki,691,isolated,32,55,True
CHEMBL231_Ki:692,CHEMBL231_Ki,692,isolated,31,54,True
CHEMBL231_Ki:693,CHEMBL231_Ki,693,test,34,63,True
CHEMBL231_Ki:694,CHEMBL231_Ki,694,isolated,29,50,True
CHEMBL231_Ki:695,CHEMBL231_Ki,695,isolated,34,63,True
CHEMBL231_Ki:696,CHEMBL231_Ki,696,isolated,34,60,True
CHEMBL231_Ki:697,CHEMBL231_Ki,697,test,33,62,True
CHEMBL231_Ki:698,CHEMBL231_Ki,698,test,35,66,True
CHEMBL231_Ki:699,CHEMBL231_Ki,699,isolated,34,61,True
CHEMBL231_Ki:700,CHEMBL231_Ki,700,isolated,33,60,True
CHEMBL231_Ki:701,CHEMBL231_Ki,701,isolated,37,68,True
CHEMBL231_Ki:702,CHEMBL231_Ki,702,isolated,34,61,True
CHEMBL231_Ki:703,CHEMBL231_Ki,703,test,34,63,True
CHEMBL231_Ki:704,CHEMBL231_Ki,704,isolated,33,60,True
CHEMBL231_Ki:705,CHEMBL231_Ki,705,test,34,61,True
CHEMBL231_Ki:706,CHEMBL231_Ki,706,test,35,64,True
CHEMBL231_Ki:707,CHEMBL231_Ki,707,isolated,34,61,True
CHEMBL231_Ki:708,CHEMBL231_Ki,708,isolated,37,70,True
CHEMBL231_Ki:709,CHEMBL231_Ki,709,isolated,35,65,True
CHEMBL231_Ki:710,CHEMBL231_Ki,710,isolated,34,63,True
CHEMBL231_Ki:711,CHEMBL231_Ki,711,test,34,63,True
CHEMBL231_Ki:712,CHEMBL231_Ki,712,isolated,36,65,True
CHEMBL231_Ki:713,CHEMBL231_Ki,713,isolated,35,62,True
CHEMBL231_Ki:714,CHEMBL231_Ki,714,isolated,34,61,True
CHEMBL231_Ki:715,CHEMBL231_Ki,715,isolated,34,61,True
CHEMBL231_Ki:716,CHEMBL231_Ki,716,isolated,36,67,True
CHEMBL231_Ki:717,CHEMBL231_Ki,717,test,35,64,True
CHEMBL231_Ki:718,CHEMBL231_Ki,718,test,34,63,True
CHEMBL231_Ki:719,CHEMBL231_Ki,719,test,34,63,True
CHEMBL231_Ki:720,CHEMBL231_Ki,720,isolated,33,60,True
CHEMBL231_Ki:721,CHEMBL231_Ki,721,isolated,36,70,True
CHEMBL231_Ki:722,CHEMBL231_Ki,722,isolated,41,72,True
CHEMBL231_Ki:723,CHEMBL231_Ki,723,isolated,35,59,True
CHEMBL231_Ki:724,CHEMBL231_Ki,724,isolated,38,70,True
CHEMBL231_Ki:725,CHEMBL231_Ki,725,isolated,34,60,True
CHEMBL231_Ki:726,CHEMBL231_Ki,726,isolated,35,64,True
CHEMBL231_Ki:727,CHEMBL231_Ki,727,test,32,58,True
CHEMBL231_Ki:728,CHEMBL231_Ki,728,isolated,32,56,True
CHEMBL231_Ki:729,CHEMBL231_Ki,729,train,34,60,True
CHEMBL231_Ki:730,CHEMBL231_Ki,730,isolated,30,54,True
CHEMBL231_Ki:731,CHEMBL231_Ki,731,isolated,30,54,True
CHEMBL231_Ki:732,CHEMBL231_Ki,732,isolated,34,58,True
CHEMBL231_Ki:733,CHEMBL231_Ki,733,isolated,36,63,True
CHEMBL231_Ki:734,CHEMBL231_Ki,734,isolated,23,43,True
CHEMBL231_Ki:735,CHEMBL231_Ki,735,isolated,23,43,True
CHEMBL231_Ki:736,CHEMBL231_Ki,736,isolated,23,41,True
CHEMBL231_Ki:737,CHEMBL231_Ki,737,isolated,39,62,True
CHEMBL231_Ki:738,CHEMBL231_Ki,738,isolated,40,61,True
CHEMBL231_Ki:739,CHEMBL231_Ki,739,isolated,32,49,True
CHEMBL231_Ki:740,CHEMBL231_Ki,740,isolated,32,49,True
CHEMBL231_Ki:741,CHEMBL231_Ki,741,isolated,29,46,True
CHEMBL231_Ki:742,CHEMBL231_Ki,742,isolated,27,42,True
CHEMBL231_Ki:743,CHEMBL231_Ki,743,isolated,34,62,True
CHEMBL231_Ki:744,CHEMBL231_Ki,744,isolated,34,60,True
CHEMBL231_Ki:745,CHEMBL231_Ki,745,isolated,33,57,True
CHEMBL231_Ki:746,CHEMBL231_Ki,746,isolated,33,59,True
CHEMBL231_Ki:747,CHEMBL231_Ki,747,isolated,30,51,True
CHEMBL231_Ki:748,CHEMBL231_Ki,748,isolated,32,55,True
CHEMBL231_Ki:749,CHEMBL231_Ki,749,isolated,31,52,True
CHEMBL231_Ki:750,CHEMBL231_Ki,750,train,31,54,True
CHEMBL231_Ki:751,CHEMBL231_Ki,751,isolated,34,58,True
CHEMBL231_Ki:752,CHEMBL231_Ki,752,isolated,34,60,True
CHEMBL231_Ki:753,CHEMBL231_Ki,753,isolated,42,80,True
CHEMBL231_Ki:754,CHEMBL231_Ki,754,test,40,74,True
CHEMBL231_Ki:755,CHEMBL231_Ki,755,train,39,73,True
CHEMBL231_Ki:756,CHEMBL231_Ki,756,isolated,40,74,True
CHEMBL231_Ki:757,CHEMBL231_Ki,757,isolated,38,70,True
CHEMBL231_Ki:758,CHEMBL231_Ki,758,isolated,38,70,True
CHEMBL231_Ki:759,CHEMBL231_Ki,759,train,37,69,True
CHEMBL231_Ki:760,CHEMBL231_Ki,760,test,40,72,True
CHEMBL231_Ki:761,CHEMBL231_Ki,761,isolated,34,60,True
CHEMBL231_Ki:762,CHEMBL231_Ki,762,isolated,34,58,True
CHEMBL231_Ki:763,CHEMBL231_Ki,763,isolated,34,60,True
CHEMBL231_Ki:764,CHEMBL231_Ki,764,isolated,37,67,True
CHEMBL231_Ki:765,CHEMBL231_Ki,765,isolated,37,67,True
CHEMBL231_Ki:766,CHEMBL231_Ki,766,isolated,38,70,True
CHEMBL231_Ki:767,CHEMBL231_Ki,767,train,37,69,True
CHEMBL231_Ki:768,CHEMBL231_Ki,768,train,38,71,True
CHEMBL231_Ki:769,CHEMBL231_Ki,769,isolated,34,57,True
CHEMBL231_Ki:770,CHEMBL231_Ki,770,isolated,33,56,True
CHEMBL231_Ki:771,CHEMBL231_Ki,771,isolated,36,63,True
CHEMBL231_Ki:772,CHEMBL231_Ki,772,isolated,33,57,True
CHEMBL231_Ki:773,CHEMBL231_Ki,773,train,29,48,True
CHEMBL231_Ki:774,CHEMBL231_Ki,774,isolated,33,57,True
CHEMBL231_Ki:775,CHEMBL231_Ki,775,isolated,31,52,True
CHEMBL231_Ki:776,CHEMBL231_Ki,776,isolated,34,60,True
CHEMBL231_Ki:777,CHEMBL231_Ki,777,isolated,32,56,True
CHEMBL231_Ki:778,CHEMBL231_Ki,778,isolated,31,52,True
CHEMBL231_Ki:779,CHEMBL231_Ki,779,train,28,47,True
CHEMBL231_Ki:780,CHEMBL231_Ki,780,isolated,33,57,True
CHEMBL231_Ki:781,CHEMBL231_Ki,781,isolated,32,53,True
CHEMBL231_Ki:782,CHEMBL231_Ki,782,isolated,27,44,True
CHEMBL231_Ki:783,CHEMBL231_Ki,783,isolated,32,55,True
CHEMBL231_Ki:784,CHEMBL231_Ki,784,isolated,30,52,True
CHEMBL231_Ki:785,CHEMBL231_Ki,785,train,28,46,True
CHEMBL231_Ki:786,CHEMBL231_Ki,786,isolated,31,52,True
CHEMBL231_Ki:787,CHEMBL231_Ki,787,isolated,31,56,True
CHEMBL231_Ki:788,CHEMBL231_Ki,788,isolated,31,58,True
CHEMBL231_Ki:789,CHEMBL231_Ki,789,train,32,57,True
CHEMBL231_Ki:790,CHEMBL231_Ki,790,isolated,30,48,True
CHEMBL231_Ki:791,CHEMBL231_Ki,791,train,29,48,True
CHEMBL231_Ki:792,CHEMBL231_Ki,792,train,29,48,True
CHEMBL231_Ki:793,CHEMBL231_Ki,793,isolated,33,58,True
CHEMBL231_Ki:794,CHEMBL231_Ki,794,isolated,22,35,True
CHEMBL231_Ki:795,CHEMBL231_Ki,795,isolated,34,61,True
CHEMBL231_Ki:796,CHEMBL231_Ki,796,isolated,20,36,True
CHEMBL231_Ki:797,CHEMBL231_Ki,797,isolated,22,38,True
CHEMBL231_Ki:798,CHEMBL231_Ki,798,isolated,20,34,True
CHEMBL231_Ki:799,CHEMBL231_Ki,799,isolated,19,33,True
CHEMBL231_Ki:800,CHEMBL231_Ki,800,isolated,24,37,True
CHEMBL231_Ki:801,CHEMBL231_Ki,801,isolated,25,38,True
CHEMBL231_Ki:802,CHEMBL231_Ki,802,isolated,27,43,True
