row_id,canonical_smiles,unimol_2d_fallback
mutant:42268,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3cc(C#N)cc(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42269,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(=O)C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42270,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)C(=O)O)c3)C(=O)[C@@H]12,True
mutant:42271,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)C4CC4)c3)C(=O)[C@@H]12,True
mutant:42272,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)CCl)c3)C(=O)[C@@H]12,True
mutant:42273,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)COC)c3)C(=O)[C@@H]12,True
mutant:42274,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42275,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)N(C)C)c3)C(=O)[C@@H]12,True
mutant:42276,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)NC)c3)C(=O)[C@@H]12,True
mutant:42277,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(N)(F)F)c3)C(=O)[C@@H]12,True
mutant:42278,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(O)C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42279,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(NCC(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42280,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(OC(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42281,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C(=N)NO)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42282,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42283,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(CF)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42284,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(OC)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42285,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(N(C)C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42286,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(N)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42287,CCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(OC)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42288,CCS(=O)(=O)N[C@@H]1C[C@]2(CCO)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42289,CCS(=O)(=O)N[C@@H]1C[C@]2(CO)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42290,CCS(=O)(=O)N[C@@H]1C[C@]2(N)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42291,CCS(=O)(=O)N[C@@H]1C[C@]2(O)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42304,CCS(=O)(=O)OC[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42305,CCS(=O)(=O)O[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:43129,CC[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:43705,CC[C@]12O[C@@](C)(C[C@H]1NS(=O)(=O)CC)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,True
mutant:43706,CC[C@]12O[C@@](C)(C[C@H]1NS(=O)(=O)NC)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,True
mutant:43715,CC[N+](=O)c1ccc(/C=C/C(=O)NC[C@H]2C[C@@]34CC[C@@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(C)[C@@H]4C6)cc1,True
mutant:43725,CC[N+](=O)c1ccc([C@@H]2C[C@@]3(OC)C=C[C@]24[C@H]2Cc5ccc(OC)c6c5[C@@]4(CCN2C)[C@H]3O6)cc1,True
mutant:43731,CC[N+](=O)c1cccc([C@@H]2C[C@@]3(OC)C=C[C@]24[C@H]2Cc5ccc(OC)c6c5[C@@]4(CCN2C)[C@H]3O6)c1,True
mutant:44513,CCc1ccccc1/C=C/C(=O)NC[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5,True
mutant:46518,CN(C)CCC(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:46950,CN(C)CS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:46976,CN(C)C[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:47283,CN(C)S(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:51063,CNC(=O)CCCN[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:51413,CNC(=O)[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:51580,CNC(=O)c1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc(OC)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:51581,CNC(=O)c1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4[C@@](C)(O)C(C)(C)C)[C@@H](C2)N(CC2CC2)CC[C@]315,True
mutant:51696,CNC(C)(C)[C@](C)(O)[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(C(N)=O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,True
mutant:51829,CNC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(=O)(=O)NC)[C@]3(C)O2)ccc1C#N,True
mutant:51830,CNC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(C)(=O)=O)[C@]3(C)O2)ccc1C#N,True
mutant:51928,CNC1CCCC1N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52073,CNCC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:52141,CNCC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](C(=O)O)[C@]3(C)O2)ccc1C#N,True
mutant:52142,CNCC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(C)(=O)=O)[C@]3(C)O2)ccc1C#N,True
mutant:52302,CNCCCCCN[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52320,CNCCCCN[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52497,CNCN1CC[C@]23c4c5ccc(C(N)=O)c4O[C@H]2[C@]2(OC)CC[C@@]3(C[C@@H]2[C@@](C)(O)C(C)(C)C)[C@H]1C5,True
mutant:52531,CNC[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:52536,CNC[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:52537,CNC[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:52858,CNCc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc([N+](=O)[O-])cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:52955,CNS(=O)(=O)CC[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52957,CNS(=O)(=O)N(C)[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52960,CNS(=O)(=O)NC(=O)[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52962,CNS(=O)(=O)NC[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52964,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3cc(C#N)cc(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52965,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(=O)C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52966,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)C(C)=O)c3)C(=O)[C@@H]12,True
mutant:52967,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)C(N)=O)c3)C(=O)[C@@H]12,True
mutant:52968,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)C4CC4)c3)C(=O)[C@@H]12,True
mutant:52969,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)C=O)c3)C(=O)[C@@H]12,True
mutant:52970,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)CCO)c3)C(=O)[C@@H]12,True
mutant:52971,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)N(C)C)c3)C(=O)[C@@H]12,True
mutant:52972,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(O)(F)F)c3)C(=O)[C@@H]12,True
mutant:52973,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(NCC(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52974,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(OCC(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52975,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(SC(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52976,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52977,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(NC(C)=O)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52978,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(NC(N)=O)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52979,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(CO)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52980,CNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(COC)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52981,CNS(=O)(=O)N[C@@H]1C[C@]2(CN)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52982,CNS(=O)(=O)N[C@@H]1C[C@]2(COC)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:52983,CNS(=O)(=O)N[C@@H]1C[C@]2(I)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:53013,CN[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:53019,CN[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:53020,CN[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:53226,CNc1ccc([C@@H]2C[C@H]3CC[C@@H](N3)[C@H]2C(=O)OC)cc1F,True
mutant:53784,COC(=O)C(CC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCC1CCNCC1)C(=O)NCc1ccc(C(=N)N)cc1)OC(=O)C(C)C,True
mutant:54200,COC(=O)CN[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:54283,COC(=O)N(C)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:54957,COC(=O)[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:54982,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(Br)c1)N2,True
mutant:54983,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(C=NO)c1)N2,True
mutant:54984,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(I)c1)N2,True
mutant:54985,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(F)c(F)c1)N2,True
mutant:54986,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(F)cc1C)N2,True
mutant:54987,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(N=[N+]=[N-])c(F)c1)N2,True
mutant:54988,COC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc([S+](C)O)c(F)c1)N2,True
mutant:54991,COC(=O)[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:54992,COC(=O)[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:55445,COC(C)(C)[C@](C)(O)[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(C(N)=O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,True
mutant:55476,COC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:55839,COC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](C(=O)O)[C@]3(C)O2)ccc1C#N,True
mutant:56600,COCC1CCN(CC=CC(=O)NC[C@H]2C[C@@]34CC[C@@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(C)[C@@H]4C6)CC1,True
mutant:57160,COCCN[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:57605,COCC[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:57739,COCOC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:57768,COCO[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:57769,COCO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc(OC)cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:57770,COCO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:57855,COCOc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc(OC)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:57856,COCOc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc([N+](=O)[O-])cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:57857,COCOc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4C)[C@@H](C2)N(C)CC[C@]315,True
mutant:57957,COC[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:57969,COC[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc(OC)cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:57970,COC[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:57971,COC[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58072,COCc1ccc(/C=C/C(=O)NC[C@H]2C[C@@]34CC[C@@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(C)[C@@H]4C6)cc1,True
mutant:58169,COCc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:58531,CONC(=O)[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:58662,CO[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(C(C)=NO)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58663,CO[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(OC(C)=O)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58664,CO[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(OC5CC5)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58665,CO[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(OCCBr)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58666,CO[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(SC(C)C)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58667,CO[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(CC(C)N)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58668,CO[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OC(C)C)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58669,CO[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OC(F)F)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58670,CO[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OC5CC5)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58671,CO[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OCF)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58685,CO[C@@]12CC[C@@]3(C[C@@H]1C(C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:58686,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(OC5CC5)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58687,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(OCCF)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58688,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(SC(C)C)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58689,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(C(C)(C)O)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58690,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OC(C)C)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58691,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OC(F)F)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58692,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OC5CC5)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58693,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OCCBr)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58694,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(S(C)(=O)=O)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58695,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(C(C)(C)O)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58696,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(OC(F)F)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58697,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(OC5CC5)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:58698,CO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(F)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:58699,CO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(I)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:58700,CO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C(C)=O)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:58701,CO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(=O)Br)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:58702,CO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(=O)O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
