dataset,component_id,pair_side,row_id,atom_index,changed_atom,support_any,mask_membership_count,valid_mutant_count,local_supported_mutant_count,absolute_in_domain_mutant_count,local_support_fraction,selected_mutant_count,selected_mean_parent_tanimoto,selected_mean_nearest_train_tanimoto,inverse_mask_size
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,0,False,1.0,1.0,8.0,4.0,0.0,0.5,4.0,0.6554741400106142,0.5112150034745081,0.5
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,1,False,1.0,1.0,8.0,4.0,0.0,0.5,4.0,0.6554741400106142,0.5112150034745081,0.5
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,2,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.704040404040404,0.5407041359053744,1.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,9,True,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,10,True,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,11,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,12,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,13,True,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,14,True,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,15,True,1.0,1.0,8.0,8.0,4.0,1.0,4.0,0.6921163531709322,0.6411012296881862,1.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,16,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,left,CHEMBL204_Ki:314,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,0,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6344235033259423,0.3169580419580419,0.5
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,1,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6344235033259423,0.3169580419580419,0.5
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,2,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6984307052372849,0.37884206716173924,1.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,8,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,9,True,1.0,1.0,8.0,5.0,0.0,0.625,4.0,0.6301108915239351,0.5026510604241696,1.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,10,True,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6046511627906976,0.4583333333333333,0.16666666666666666
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,11,True,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6046511627906976,0.4583333333333333,0.16666666666666666
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,12,False,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6046511627906976,0.4583333333333333,0.16666666666666666
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,13,False,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6046511627906976,0.4583333333333333,0.16666666666666666
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,14,False,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6046511627906976,0.4583333333333333,0.16666666666666666
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,15,True,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6046511627906976,0.4583333333333333,0.16666666666666666
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,16,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,38,right,CHEMBL204_Ki:1661,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,0,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7388554112253404,0.5647878443749631,0.5
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,1,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7388554112253404,0.5647878443749631,0.5
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,2,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.8083696877348251,0.6050752171215881,1.0
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,3,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6186619824265768,0.45183751582824905,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,4,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6186619824265768,0.45183751582824905,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,5,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6186619824265768,0.45183751582824905,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,6,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6186619824265768,0.45183751582824905,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,7,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6186619824265768,0.45183751582824905,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,8,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7290450588837686,0.5523870417732311,0.5
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,9,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7290450588837686,0.5523870417732311,0.5
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,10,False,1.0,1.0,7.0,7.0,0.0,1.0,4.0,0.698327850877193,0.519047619047619,1.0
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,11,False,1.0,1.0,7.0,7.0,1.0,1.0,4.0,0.7262145748987854,0.546846736987582,1.0
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,12,False,1.0,1.0,7.0,7.0,0.0,1.0,4.0,0.7215053763440861,0.5565483207164507,0.5
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,13,False,1.0,1.0,7.0,7.0,0.0,1.0,4.0,0.7215053763440861,0.5565483207164507,0.5
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,14,False,1.0,1.0,8.0,3.0,2.0,0.375,3.0,0.6387595116247867,0.6615348239858565,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,15,True,1.0,1.0,8.0,3.0,2.0,0.375,3.0,0.6387595116247867,0.6615348239858565,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,16,True,1.0,1.0,8.0,3.0,2.0,0.375,3.0,0.6387595116247867,0.6615348239858565,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,17,True,1.0,1.0,8.0,3.0,2.0,0.375,3.0,0.6387595116247867,0.6615348239858565,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,18,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7379351193730637,0.7409949064966792,1.0
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,19,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7526560168750321,0.6830400782013686,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,20,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7526560168750321,0.6830400782013686,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,21,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7526560168750321,0.6830400782013686,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,22,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7526560168750321,0.6830400782013686,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,23,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7526560168750321,0.6830400782013686,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,24,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7526560168750321,0.6830400782013686,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,25,True,1.0,1.0,8.0,3.0,2.0,0.375,3.0,0.6387595116247867,0.6615348239858565,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,26,True,1.0,1.0,8.0,3.0,2.0,0.375,3.0,0.6387595116247867,0.6615348239858565,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,27,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7154334892358485,0.5369512266978371,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,28,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7154334892358485,0.5369512266978371,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,29,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7154334892358485,0.5369512266978371,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,30,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7154334892358485,0.5369512266978371,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,31,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7154334892358485,0.5369512266978371,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,32,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7154334892358485,0.5369512266978371,0.16666666666666666
CHEMBL204_Ki,39,left,CHEMBL204_Ki:1457,33,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6186619824265768,0.45183751582824905,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,0,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7695368364413859,0.6153634196153378,0.5
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,1,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7695368364413859,0.6153634196153378,0.5
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,2,False,1.0,1.0,8.0,8.0,3.0,1.0,4.0,0.8087789791544906,0.641120337995338,1.0
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,3,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6206900738150738,0.48369848721961395,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,4,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6206900738150738,0.48369848721961395,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,5,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6206900738150738,0.48369848721961395,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,6,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6206900738150738,0.48369848721961395,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,7,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6206900738150738,0.48369848721961395,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,8,False,1.0,1.0,7.0,7.0,0.0,1.0,4.0,0.7015207694189833,0.5793135770423246,0.5
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,9,False,1.0,1.0,7.0,7.0,0.0,1.0,4.0,0.7015207694189833,0.5793135770423246,0.5
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,10,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.6966401414677277,0.548018409369259,1.0
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,11,False,1.0,1.0,7.0,7.0,2.0,1.0,4.0,0.7916590924114225,0.6264663173555578,1.0
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,12,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6880020936724566,0.5486640430820215,0.5
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,13,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6880020936724566,0.5486640430820215,0.5
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,14,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.7242063492063492,0.5848861283643892,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,15,True,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.7242063492063492,0.5848861283643892,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,16,True,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.7242063492063492,0.5848861283643892,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,17,True,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.7242063492063492,0.5848861283643892,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,18,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6635326288001075,0.7464613164815896,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,19,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6635326288001075,0.7464613164815896,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,20,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6635326288001075,0.7464613164815896,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,21,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6635326288001075,0.7464613164815896,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,22,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6635326288001075,0.7464613164815896,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,23,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6635326288001075,0.7464613164815896,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,24,True,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.7242063492063492,0.5848861283643892,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,25,True,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.7242063492063492,0.5848861283643892,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,26,False,1.0,1.0,8.0,7.0,1.0,0.875,4.0,0.6830014492480849,0.5692319845356034,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,27,False,1.0,1.0,8.0,7.0,1.0,0.875,4.0,0.6830014492480849,0.5692319845356034,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,28,False,1.0,1.0,8.0,7.0,1.0,0.875,4.0,0.6830014492480849,0.5692319845356034,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,29,False,1.0,1.0,8.0,7.0,1.0,0.875,4.0,0.6830014492480849,0.5692319845356034,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,30,False,1.0,1.0,8.0,7.0,1.0,0.875,4.0,0.6830014492480849,0.5692319845356034,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,31,False,1.0,1.0,8.0,7.0,1.0,0.875,4.0,0.6830014492480849,0.5692319845356034,0.16666666666666666
CHEMBL204_Ki,39,right,CHEMBL204_Ki:1500,32,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6206900738150738,0.48369848721961395,0.16666666666666666
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,0,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6943138124815142,0.5275842732413975,1.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,1,False,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,2,False,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,3,False,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,4,False,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,5,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6917547409805735,0.5142081736909323,1.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,6,False,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,12,False,1.0,1.0,7.0,5.0,0.0,0.7142857142857143,4.0,0.6288631282762873,0.4055559980459623,0.5
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,13,False,1.0,1.0,7.0,5.0,0.0,0.7142857142857143,4.0,0.6288631282762873,0.4055559980459623,0.5
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,14,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7338894506235254,0.4547751776525361,1.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,left,CHEMBL204_Ki:1430,19,False,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,0,False,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7020827561793949,0.5288636438725645,1.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,1,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,2,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,3,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,4,True,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.7045794995575971,0.5613799336256964,1.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,5,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,6,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7332209806999723,0.5134055975808867,1.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,7,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,13,False,1.0,1.0,7.0,5.0,0.0,0.7142857142857143,4.0,0.6594570847206807,0.3776096623111548,0.5
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,14,False,1.0,1.0,7.0,5.0,0.0,0.7142857142857143,4.0,0.6594570847206807,0.3776096623111548,0.5
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,15,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7647423099674653,0.4620651204281891,1.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL204_Ki,41,right,CHEMBL204_Ki:1482,20,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,0,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.8845201095211508,0.6791562051649929,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,1,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.8207126319561203,0.6698415386931647,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,2,True,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.8057189299186023,0.6133710801393728,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,3,True,1.0,1.0,8.0,8.0,1.0,1.0,4.0,0.839207991001565,0.631581041507512,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,4,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7528332379702243,0.559620167843852,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,5,False,1.0,1.0,8.0,8.0,3.0,1.0,4.0,0.9208464099816289,0.7011274509803922,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,6,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7277561821739904,0.531903677462888,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,7,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7321943557523947,0.5421853926755887,0.5
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,8,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7321943557523947,0.5421853926755887,0.5
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,9,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6181818181818182,0.47927170868347335,0.2
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,10,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6181818181818182,0.47927170868347335,0.2
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,11,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6181818181818182,0.47927170868347335,0.2
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,12,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6181818181818182,0.47927170868347335,0.2
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,13,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6181818181818182,0.47927170868347335,0.2
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,14,False,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7759539072039072,0.6572388376041344,0.5
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,15,False,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7759539072039072,0.6572388376041344,0.5
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,16,False,1.0,1.0,5.0,5.0,5.0,1.0,4.0,0.8878227377907685,0.7122693640276957,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,17,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.823551519712501,0.6986377473363774,1.0
CHEMBL204_Ki,43,left,CHEMBL204_Ki:363,18,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7800759512027118,0.7054148243918444,1.0
