dataset,component_id,component_split,left_index,right_index,positive_atoms,total_atoms,valid_normalized_ap_prevalence
CHEMBL231_Ki,45,calibration,750,789,21,63,True
CHEMBL231_Ki,46,test,754,760,10,80,True
CHEMBL231_Ki,47,calibration,755,768,21,77,True
CHEMBL231_Ki,50,test,836,964,10,52,True
CHEMBL231_Ki,52,calibration,896,900,14,78,True
CHEMBL231_Ki,53,test,904,905,8,60,True
CHEMBL231_Ki,54,test,935,936,11,65,True
CHEMBL233_Ki,1,test,32,35,13,73,True
CHEMBL233_Ki,13,test,116,1946,26,54,True
CHEMBL233_Ki,16,test,156,1496,14,47,True
CHEMBL233_Ki,19,test,186,199,26,62,True
CHEMBL233_Ki,21,calibration,227,231,26,82,True
CHEMBL233_Ki,25,calibration,264,2079,9,70,True
CHEMBL233_Ki,29,calibration,288,292,15,47,True
CHEMBL233_Ki,30,calibration,299,302,8,86,True
CHEMBL233_Ki,31,test,307,2999,8,52,True
CHEMBL233_Ki,35,test,349,1945,9,54,True
CHEMBL233_Ki,9,test,361,2478,24,50,True
CHEMBL233_Ki,37,calibration,373,374,16,64,True
CHEMBL233_Ki,40,test,396,397,8,76,True
CHEMBL233_Ki,41,calibration,444,451,11,55,True
CHEMBL233_Ki,44,calibration,462,468,10,74,True
CHEMBL233_Ki,43,calibration,463,466,3,71,True
CHEMBL233_Ki,45,calibration,464,467,3,65,True
CHEMBL233_Ki,47,calibration,475,481,6,36,True
CHEMBL233_Ki,48,test,487,1097,21,69,True
CHEMBL233_Ki,51,test,547,550,5,47,True
CHEMBL233_Ki,54,test,617,620,13,59,True
CHEMBL233_Ki,56,test,641,642,4,63,True
CHEMBL233_Ki,55,test,659,664,10,56,True
CHEMBL233_Ki,57,test,698,703,8,56,True
CHEMBL233_Ki,61,calibration,750,816,15,50,True
CHEMBL233_Ki,46,calibration,752,817,27,53,True
CHEMBL233_Ki,64,calibration,806,833,18,58,True
CHEMBL233_Ki,65,test,826,827,8,47,True
CHEMBL233_Ki,66,test,834,837,10,56,True
CHEMBL233_Ki,67,calibration,852,854,9,53,True
CHEMBL233_Ki,68,calibration,857,2071,4,49,True
CHEMBL233_Ki,69,test,864,867,10,54,True
CHEMBL233_Ki,70,test,866,873,11,53,True
CHEMBL233_Ki,71,calibration,891,897,19,55,True
CHEMBL233_Ki,73,calibration,911,928,12,74,True
CHEMBL233_Ki,72,calibration,916,922,9,71,True
CHEMBL233_Ki,75,calibration,930,932,4,61,True
CHEMBL233_Ki,34,test,938,940,14,56,True
CHEMBL233_Ki,74,calibration,960,963,15,49,True
CHEMBL233_Ki,79,calibration,999,1010,4,53,True
CHEMBL233_Ki,80,calibration,1000,1012,4,51,True
CHEMBL233_Ki,84,test,1032,1033,7,71,True
CHEMBL233_Ki,85,test,1071,1077,12,76,True
CHEMBL233_Ki,86,test,1086,1088,3,45,True
CHEMBL233_Ki,90,test,1150,2612,9,45,True
CHEMBL233_Ki,99,calibration,1275,1312,25,69,True
CHEMBL233_Ki,104,calibration,1362,1377,12,70,True
CHEMBL233_Ki,105,calibration,1389,1391,10,88,True
CHEMBL233_Ki,111,test,1443,1445,10,78,True
CHEMBL233_Ki,112,calibration,1464,1468,13,75,True
CHEMBL233_Ki,113,calibration,1482,1782,21,63,True
CHEMBL233_Ki,115,calibration,1488,1494,23,65,True
CHEMBL233_Ki,23,test,1571,1572,4,67,True
CHEMBL233_Ki,42,test,1583,1586,26,62,True
CHEMBL233_Ki,119,calibration,1584,1588,13,59,True
CHEMBL233_Ki,121,calibration,1599,1606,16,59,True
CHEMBL233_Ki,124,test,1645,1668,4,52,True
CHEMBL233_Ki,127,test,1684,1761,18,57,True
CHEMBL233_Ki,128,calibration,1702,1711,16,58,True
CHEMBL233_Ki,129,calibration,1709,1712,14,56,True
CHEMBL233_Ki,131,calibration,1802,1805,10,64,True
CHEMBL233_Ki,134,test,1830,1902,19,95,True
CHEMBL233_Ki,138,test,1854,3141,7,72,True
CHEMBL233_Ki,140,calibration,1897,1899,15,68,True
CHEMBL233_Ki,12,calibration,1940,2412,14,52,True
CHEMBL233_Ki,58,test,1980,1982,7,57,True
CHEMBL233_Ki,144,test,2000,2001,11,63,True
CHEMBL233_Ki,142,test,2083,2095,26,72,True
CHEMBL233_Ki,143,test,2085,2091,22,67,True
CHEMBL233_Ki,150,test,2202,2834,17,99,True
CHEMBL233_Ki,151,calibration,2321,3045,16,62,True
CHEMBL233_Ki,154,test,2351,2353,5,77,True
CHEMBL233_Ki,156,calibration,2373,2489,12,70,True
CHEMBL233_Ki,157,calibration,2392,2508,24,76,True
CHEMBL233_Ki,161,test,2458,2467,15,59,True
CHEMBL233_Ki,164,calibration,2520,2522,11,81,True
CHEMBL233_Ki,165,test,2579,2591,19,56,True
CHEMBL233_Ki,168,calibration,2709,2712,3,53,True
CHEMBL233_Ki,170,calibration,2739,2741,12,62,True
CHEMBL233_Ki,171,test,2742,2746,10,57,True
CHEMBL233_Ki,173,test,2759,2781,22,52,True
CHEMBL233_Ki,177,calibration,2878,2879,7,80,True
CHEMBL233_Ki,135,calibration,2901,2910,31,125,True
CHEMBL233_Ki,180,test,2984,2990,5,55,True
CHEMBL233_Ki,181,calibration,3031,3033,10,82,True
CHEMBL233_Ki,182,test,3072,3073,11,70,True
CHEMBL233_Ki,137,test,3104,3133,20,88,True
CHEMBL234_Ki,0,test,5,6,22,66,True
CHEMBL234_Ki,1,calibration,8,16,4,47,True
CHEMBL234_Ki,2,calibration,19,27,14,44,True
CHEMBL234_Ki,6,calibration,82,89,4,35,True
CHEMBL234_Ki,7,test,88,1058,45,51,True
CHEMBL234_Ki,10,test,98,100,8,33,True
CHEMBL234_Ki,13,calibration,112,136,4,41,True
CHEMBL234_Ki,14,test,116,117,16,44,True
CHEMBL234_Ki,15,test,130,133,12,66,True
CHEMBL234_Ki,19,test,155,175,18,75,True
CHEMBL234_Ki,20,test,172,3482,44,48,True
CHEMBL234_Ki,17,calibration,176,2110,39,46,True
CHEMBL234_Ki,21,test,181,194,4,49,True
CHEMBL234_Ki,25,test,198,204,4,58,True
CHEMBL234_Ki,24,calibration,202,213,8,42,True
CHEMBL234_Ki,26,test,226,333,27,45,True
CHEMBL234_Ki,30,calibration,236,267,4,55,True
CHEMBL234_Ki,32,calibration,243,487,15,45,True
CHEMBL234_Ki,31,calibration,256,260,37,55,True
CHEMBL234_Ki,34,test,272,640,11,31,True
CHEMBL234_Ki,37,test,296,2080,43,47,True
CHEMBL234_Ki,38,test,312,2911,30,64,True
CHEMBL234_Ki,42,calibration,367,373,12,58,True
CHEMBL234_Ki,46,test,422,425,12,66,True
CHEMBL234_Ki,48,calibration,448,474,13,45,True
CHEMBL234_Ki,52,test,484,555,27,42,True
CHEMBL234_Ki,55,calibration,527,570,30,40,True
CHEMBL234_Ki,56,calibration,536,563,12,74,True
CHEMBL234_Ki,61,test,588,608,14,52,True
CHEMBL234_Ki,67,test,703,720,4,49,True
CHEMBL234_Ki,68,test,706,715,19,67,True
CHEMBL234_Ki,73,test,793,3407,20,28,True
CHEMBL234_Ki,77,test,834,838,15,73,True
CHEMBL234_Ki,78,calibration,850,852,11,52,True
CHEMBL234_Ki,82,test,888,922,26,42,True
CHEMBL234_Ki,85,calibration,938,1965,4,69,True
CHEMBL234_Ki,89,calibration,990,1005,24,73,True
CHEMBL234_Ki,83,calibration,1012,1188,11,43,True
CHEMBL234_Ki,90,calibration,1073,1082,16,46,True
CHEMBL234_Ki,92,calibration,1091,1095,16,64,True
CHEMBL234_Ki,93,calibration,1140,1142,11,51,True
CHEMBL234_Ki,97,test,1215,1404,32,65,True
CHEMBL234_Ki,98,calibration,1225,1398,18,75,True
CHEMBL234_Ki,100,calibration,1233,1541,18,60,True
CHEMBL234_Ki,101,calibration,1239,3381,31,53,True
CHEMBL234_Ki,104,test,1267,1272,15,70,True
CHEMBL234_Ki,105,test,1271,3078,35,72,True
CHEMBL234_Ki,81,calibration,1289,1295,20,56,True
CHEMBL234_Ki,107,test,1302,1324,26,50,True
CHEMBL234_Ki,57,calibration,1303,1325,24,48,True
CHEMBL234_Ki,108,calibration,1311,1316,13,55,True
CHEMBL234_Ki,109,test,1343,1350,5,50,True
CHEMBL234_Ki,110,test,1344,1345,5,44,True
CHEMBL234_Ki,112,calibration,1391,1417,19,75,True
CHEMBL234_Ki,113,calibration,1430,1432,8,66,True
CHEMBL234_Ki,96,calibration,1489,1849,28,61,True
CHEMBL234_Ki,115,test,1493,1494,8,64,True
CHEMBL234_Ki,5,test,1497,2286,27,62,True
CHEMBL234_Ki,117,test,1506,1515,25,57,True
CHEMBL234_Ki,118,calibration,1538,1558,22,58,True
CHEMBL234_Ki,74,test,1596,1601,13,43,True
CHEMBL234_Ki,121,calibration,1615,2034,23,43,True
CHEMBL234_Ki,126,test,1664,1669,10,51,True
CHEMBL234_Ki,128,test,1679,1681,4,53,True
CHEMBL234_Ki,129,test,1687,1688,15,51,True
CHEMBL234_Ki,131,calibration,1757,1761,16,67,True
CHEMBL234_Ki,134,calibration,1779,1780,10,44,True
CHEMBL234_Ki,135,calibration,1781,1800,4,57,True
CHEMBL234_Ki,137,calibration,1797,1799,14,64,True
CHEMBL234_Ki,138,calibration,1811,1817,9,60,True
CHEMBL234_Ki,143,test,1864,1957,14,68,True
CHEMBL234_Ki,144,calibration,1866,1867,4,67,True
CHEMBL234_Ki,146,calibration,1881,1883,22,68,True
CHEMBL234_Ki,149,test,1923,1927,7,49,True
CHEMBL234_Ki,150,calibration,1928,1935,13,91,True
CHEMBL234_Ki,151,test,1985,1995,43,103,True
CHEMBL234_Ki,153,test,2089,2092,57,109,True
CHEMBL234_Ki,154,calibration,2098,2117,27,49,True
CHEMBL234_Ki,155,calibration,2131,2133,7,35,True
CHEMBL234_Ki,157,test,2139,2143,3,43,True
CHEMBL234_Ki,158,test,2150,2156,19,67,True
CHEMBL234_Ki,159,test,2222,2223,10,70,True
CHEMBL234_Ki,160,test,2241,2243,10,62,True
CHEMBL234_Ki,76,test,2258,2264,27,51,True
CHEMBL234_Ki,162,calibration,2277,2282,17,61,True
CHEMBL234_Ki,164,test,2329,2338,19,67,True
CHEMBL234_Ki,165,test,2331,2465,38,64,True
CHEMBL234_Ki,168,test,2425,2429,12,56,True
CHEMBL234_Ki,170,calibration,2434,2454,23,73,True
CHEMBL234_Ki,172,calibration,2483,2484,4,65,True
CHEMBL234_Ki,174,test,2512,2540,41,71,True
CHEMBL234_Ki,176,calibration,2520,2830,38,72,True
CHEMBL234_Ki,175,calibration,2544,3168,40,66,True
CHEMBL234_Ki,178,calibration,2566,2608,28,72,True
CHEMBL234_Ki,180,calibration,2603,2621,21,72,True
CHEMBL234_Ki,183,calibration,2865,3155,28,68,True
CHEMBL234_Ki,190,test,3011,3017,18,70,True
CHEMBL234_Ki,192,test,3034,3035,12,64,True
CHEMBL234_Ki,195,test,3084,3091,23,65,True
CHEMBL234_Ki,196,calibration,3089,3100,18,70,True
CHEMBL234_Ki,200,test,3117,3122,11,67,True
CHEMBL234_Ki,201,test,3184,3187,9,55,True
CHEMBL234_Ki,203,calibration,3297,3301,8,72,True
CHEMBL234_Ki,207,test,3334,3338,14,64,True
CHEMBL234_Ki,208,test,3352,3353,13,67,True
CHEMBL234_Ki,209,calibration,3357,3358,18,36,True
CHEMBL234_Ki,214,test,3396,3397,11,59,True
CHEMBL234_Ki,215,test,3411,3414,5,39,True
CHEMBL234_Ki,219,calibration,3518,3522,16,68,True
CHEMBL234_Ki,220,calibration,3544,3545,19,47,True
CHEMBL234_Ki,222,calibration,3588,3603,4,67,True
CHEMBL234_Ki,224,test,3619,3628,28,54,True
CHEMBL234_Ki,225,test,3631,3635,19,53,True
CHEMBL235_EC50,3,calibration,29,42,21,59,True
CHEMBL235_EC50,6,test,49,1642,24,68,True
CHEMBL235_EC50,10,test,60,118,14,58,True
CHEMBL235_EC50,12,calibration,79,93,5,75,True
CHEMBL235_EC50,8,calibration,84,229,22,85,True
CHEMBL235_EC50,14,test,110,1275,16,70,True
CHEMBL235_EC50,16,calibration,134,152,25,69,True
CHEMBL235_EC50,20,calibration,256,257,4,67,True
CHEMBL235_EC50,21,calibration,260,570,22,54,True
CHEMBL235_EC50,22,test,262,263,23,72,True
CHEMBL235_EC50,25,test,311,325,5,68,True
CHEMBL235_EC50,30,test,365,1506,35,79,True
CHEMBL235_EC50,31,calibration,370,374,8,48,True
CHEMBL235_EC50,32,calibration,377,389,16,66,True
CHEMBL235_EC50,33,calibration,386,388,4,79,True
CHEMBL235_EC50,38,calibration,475,476,10,72,True
CHEMBL235_EC50,39,test,479,480,10,78,True
CHEMBL235_EC50,42,calibration,512,517,14,66,True
CHEMBL235_EC50,43,test,514,520,13,69,True
CHEMBL235_EC50,45,test,530,541,4,69,True
CHEMBL235_EC50,46,test,534,678,22,70,True
CHEMBL235_EC50,47,test,537,689,18,64,True
CHEMBL235_EC50,50,test,552,577,26,64,True
CHEMBL235_EC50,51,test,584,585,15,78,True
CHEMBL235_EC50,53,calibration,597,1780,23,63,True
CHEMBL235_EC50,24,calibration,598,2027,36,62,True
CHEMBL235_EC50,54,calibration,622,629,16,67,True
CHEMBL235_EC50,55,test,657,658,8,66,True
CHEMBL235_EC50,61,calibration,714,718,26,76,True
CHEMBL235_EC50,62,calibration,747,748,15,69,True
CHEMBL235_EC50,63,test,756,761,9,64,True
CHEMBL235_EC50,35,test,758,776,26,60,True
CHEMBL235_EC50,64,calibration,802,809,21,66,True
CHEMBL235_EC50,65,calibration,836,852,16,55,True
CHEMBL235_EC50,66,test,840,905,9,78,True
CHEMBL235_EC50,70,test,871,875,33,81,True
CHEMBL235_EC50,69,test,876,883,23,75,True
CHEMBL235_EC50,72,test,897,899,8,54,True
CHEMBL235_EC50,76,test,935,943,22,72,True
CHEMBL235_EC50,75,calibration,941,947,22,73,True
CHEMBL235_EC50,79,test,973,974,8,52,True
CHEMBL235_EC50,81,calibration,988,998,12,65,True
CHEMBL235_EC50,83,test,1021,1039,25,60,True
CHEMBL235_EC50,85,test,1046,1074,11,65,True
CHEMBL235_EC50,68,calibration,1070,1075,11,63,True
CHEMBL235_EC50,88,test,1077,1079,4,67,True
CHEMBL235_EC50,91,calibration,1105,1117,9,63,True
CHEMBL235_EC50,92,calibration,1132,1134,6,80,True
CHEMBL235_EC50,94,calibration,1217,1765,34,80,True
CHEMBL235_EC50,100,test,1290,1297,18,78,True
CHEMBL235_EC50,105,calibration,1406,1416,9,70,True
CHEMBL235_EC50,109,calibration,1507,1508,4,81,True
CHEMBL235_EC50,111,test,1515,1587,11,77,True
CHEMBL235_EC50,112,test,1519,1522,15,83,True
CHEMBL235_EC50,113,test,1543,1544,4,34,True
CHEMBL235_EC50,114,test,1588,1590,4,78,True
CHEMBL235_EC50,19,calibration,1621,1622,16,57,True
CHEMBL235_EC50,116,test,1630,1633,15,61,True
CHEMBL235_EC50,117,calibration,1677,1743,8,50,True
CHEMBL235_EC50,118,calibration,1684,1686,19,80,True
CHEMBL235_EC50,120,calibration,1701,1708,12,62,True
CHEMBL235_EC50,121,calibration,1703,1712,4,55,True
CHEMBL235_EC50,127,test,1858,1860,13,71,True
CHEMBL235_EC50,130,calibration,1909,1910,11,81,True
CHEMBL235_EC50,131,test,1928,1954,5,56,True
CHEMBL235_EC50,133,test,1938,1950,10,53,True
CHEMBL235_EC50,135,calibration,1977,1980,12,62,True
CHEMBL235_EC50,137,calibration,2038,2042,20,70,True
CHEMBL235_EC50,122,calibration,2053,2054,8,62,True
CHEMBL235_EC50,139,test,2095,2098,16,58,True
CHEMBL235_EC50,140,calibration,2109,2117,10,86,True
CHEMBL235_EC50,141,calibration,2125,2176,17,59,True
CHEMBL235_EC50,144,test,2196,2199,22,82,True
CHEMBL235_EC50,147,test,2240,2245,18,76,True
CHEMBL235_EC50,149,test,2320,2322,9,81,True
CHEMBL236_Ki,0,test,14,20,5,53,True
CHEMBL236_Ki,9,test,95,492,21,63,True
CHEMBL236_Ki,16,calibration,163,171,8,48,True
CHEMBL236_Ki,18,test,172,1508,3,45,True
CHEMBL236_Ki,21,test,196,432,18,46,True
CHEMBL236_Ki,25,calibration,212,460,14,46,True
CHEMBL236_Ki,27,calibration,222,1202,11,45,True
CHEMBL236_Ki,33,test,262,315,3,57,True
CHEMBL236_Ki,34,test,266,290,14,56,True
CHEMBL236_Ki,35,calibration,280,313,5,67,True
CHEMBL236_Ki,38,calibration,338,347,3,63,True
CHEMBL236_Ki,40,calibration,339,343,3,71,True
CHEMBL236_Ki,44,test,382,1755,21,69,True
CHEMBL236_Ki,45,test,394,398,3,53,True
CHEMBL236_Ki,46,calibration,407,409,5,53,True
CHEMBL236_Ki,20,test,437,568,4,43,True
CHEMBL236_Ki,48,test,445,2040,34,89,True
CHEMBL236_Ki,49,test,452,459,10,32,True
CHEMBL236_Ki,50,calibration,467,489,8,78,True
CHEMBL236_Ki,53,test,518,589,11,51,True
CHEMBL236_Ki,55,test,541,551,8,44,True
CHEMBL236_Ki,54,test,562,564,11,51,True
CHEMBL236_Ki,61,calibration,663,1018,17,66,True
CHEMBL236_Ki,71,calibration,739,748,13,55,True
CHEMBL236_Ki,73,calibration,763,779,9,71,True
CHEMBL236_Ki,74,calibration,788,795,15,54,True
CHEMBL236_Ki,51,calibration,829,834,8,56,True
CHEMBL236_Ki,7,calibration,843,1134,10,84,True
CHEMBL236_Ki,76,calibration,850,851,3,53,True
CHEMBL236_Ki,80,test,874,887,15,58,True
CHEMBL236_Ki,79,test,899,904,10,48,True
CHEMBL236_Ki,62,calibration,990,1000,12,61,True
CHEMBL236_Ki,85,test,994,998,12,64,True
CHEMBL236_Ki,88,calibration,1054,1609,11,101,True
CHEMBL236_Ki,90,calibration,1062,1065,9,54,True
CHEMBL236_Ki,89,test,1072,1073,17,57,True
CHEMBL236_Ki,10,test,1124,1127,19,101,True
CHEMBL236_Ki,94,calibration,1191,1192,4,68,True
CHEMBL236_Ki,95,test,1203,1205,12,39,True
CHEMBL236_Ki,13,calibration,1237,1788,24,70,True
CHEMBL236_Ki,98,test,1256,1257,8,48,True
CHEMBL236_Ki,99,calibration,1262,1415,14,57,True
CHEMBL236_Ki,100,calibration,1285,2054,25,64,True
CHEMBL236_Ki,103,calibration,1320,1322,14,44,True
CHEMBL236_Ki,104,test,1336,1339,8,72,True
CHEMBL236_Ki,106,test,1432,1901,19,53,True
CHEMBL236_Ki,107,calibration,1444,1447,24,102,True
CHEMBL236_Ki,109,calibration,1488,1494,23,65,True
CHEMBL236_Ki,110,test,1502,1504,27,83,True
CHEMBL236_Ki,112,test,1541,1547,13,57,True
CHEMBL236_Ki,115,calibration,1604,1607,16,106,True
CHEMBL236_Ki,116,calibration,1611,1851,24,114,True
CHEMBL236_Ki,117,calibration,1619,1623,4,54,True
CHEMBL236_Ki,120,test,1729,1786,28,93,True
CHEMBL236_Ki,121,test,1736,1738,14,82,True
CHEMBL236_Ki,122,test,1746,2584,14,86,True
CHEMBL236_Ki,127,test,1828,1830,4,38,True
CHEMBL236_Ki,129,calibration,1853,1859,8,50,True
CHEMBL236_Ki,83,calibration,1892,2352,14,72,True
CHEMBL236_Ki,130,calibration,1898,1900,13,63,True
CHEMBL236_Ki,132,calibration,1970,1971,12,98,True
CHEMBL236_Ki,135,test,2000,2008,15,77,True
CHEMBL236_Ki,137,test,2050,2418,17,99,True
CHEMBL236_Ki,144,test,2211,2214,16,52,True
CHEMBL236_Ki,146,test,2302,2378,21,77,True
CHEMBL236_Ki,147,calibration,2335,2338,5,77,True
CHEMBL236_Ki,148,test,2358,2359,8,98,True
CHEMBL236_Ki,150,test,2427,2431,11,69,True
CHEMBL236_Ki,153,test,2479,2483,11,59,True
CHEMBL237_EC50,0,test,4,427,4,52,True
CHEMBL237_EC50,5,test,41,42,12,68,True
CHEMBL237_EC50,6,test,45,47,5,61,True
CHEMBL237_EC50,10,calibration,78,96,19,74,True
CHEMBL237_EC50,11,calibration,80,101,17,59,True
CHEMBL237_EC50,12,test,87,133,22,62,True
CHEMBL237_EC50,13,calibration,104,167,39,94,True
CHEMBL237_EC50,15,test,135,136,4,56,True
CHEMBL237_EC50,17,calibration,146,150,10,68,True
CHEMBL237_EC50,18,calibration,149,356,24,74,True
CHEMBL237_EC50,19,calibration,161,163,11,71,True
CHEMBL237_EC50,20,calibration,169,436,6,120,True
CHEMBL237_EC50,23,test,178,183,20,64,True
CHEMBL237_EC50,26,calibration,211,312,18,52,True
CHEMBL237_EC50,32,test,274,301,14,64,True
CHEMBL237_EC50,35,calibration,340,383,7,64,True
CHEMBL237_EC50,37,calibration,345,346,13,87,True
CHEMBL237_EC50,41,test,352,353,10,76,True
CHEMBL237_EC50,43,calibration,401,416,9,53,True
CHEMBL237_EC50,44,calibration,406,415,15,57,True
CHEMBL237_EC50,49,calibration,476,477,4,46,True
CHEMBL237_EC50,52,calibration,530,532,23,79,True
CHEMBL237_EC50,53,test,545,552,7,60,True
CHEMBL237_EC50,9,calibration,585,587,5,69,True
CHEMBL237_EC50,56,test,628,651,17,53,True
CHEMBL237_EC50,57,test,631,638,13,49,True
CHEMBL237_EC50,25,test,756,934,14,76,True
CHEMBL237_EC50,62,test,771,776,3,75,True
CHEMBL237_EC50,61,calibration,772,773,16,73,True
CHEMBL237_EC50,64,calibration,800,822,16,102,True
CHEMBL237_EC50,65,test,816,821,10,100,True
CHEMBL237_EC50,66,test,826,840,23,63,True
CHEMBL237_EC50,67,test,829,863,5,63,True
CHEMBL237_EC50,69,calibration,890,891,14,64,True
CHEMBL237_EC50,71,test,953,954,21,88,True
CHEMBL237_Ki,3,calibration,29,230,8,96,True
CHEMBL237_Ki,5,calibration,45,287,42,52,True
CHEMBL237_Ki,6,calibration,51,291,40,48,True
CHEMBL237_Ki,13,test,116,124,11,43,True
CHEMBL237_Ki,14,calibration,117,123,15,48,True
CHEMBL237_Ki,16,calibration,128,132,10,74,True
CHEMBL237_Ki,17,test,129,139,7,66,True
CHEMBL237_Ki,18,test,147,385,9,51,True
CHEMBL237_Ki,20,test,149,393,9,51,True
CHEMBL237_Ki,22,calibration,160,169,10,54,True
CHEMBL237_Ki,28,test,244,260,12,60,True
CHEMBL237_Ki,29,calibration,251,259,8,60,True
CHEMBL237_Ki,30,test,279,1681,9,54,True
CHEMBL237_Ki,32,test,316,549,19,70,True
CHEMBL237_Ki,35,calibration,321,327,12,54,True
CHEMBL237_Ki,36,calibration,342,343,14,73,True
CHEMBL237_Ki,41,test,419,420,4,83,True
CHEMBL237_Ki,43,calibration,435,445,10,70,True
CHEMBL237_Ki,45,calibration,469,470,4,56,True
CHEMBL237_Ki,46,calibration,477,480,5,47,True
CHEMBL237_Ki,47,calibration,500,1415,19,75,True
CHEMBL237_Ki,48,test,505,511,17,49,True
CHEMBL237_Ki,49,calibration,538,889,13,60,True
CHEMBL237_Ki,50,calibration,555,1225,10,72,True
CHEMBL237_Ki,54,calibration,621,1717,6,54,True
CHEMBL237_Ki,55,calibration,630,634,9,55,True
CHEMBL237_Ki,59,calibration,648,688,5,45,True
CHEMBL237_Ki,61,calibration,656,673,12,55,True
CHEMBL237_Ki,62,calibration,660,662,11,57,True
CHEMBL237_Ki,60,test,684,763,28,48,True
CHEMBL237_Ki,64,calibration,695,696,14,74,True
CHEMBL237_Ki,70,test,806,1794,4,49,True
CHEMBL237_Ki,72,test,837,841,15,56,True
CHEMBL237_Ki,73,test,846,854,8,62,True
CHEMBL237_Ki,77,test,917,918,4,55,True
CHEMBL237_Ki,78,test,934,1038,15,67,True
CHEMBL237_Ki,83,calibration,1019,1023,13,46,True
CHEMBL237_Ki,84,calibration,1022,1024,10,48,True
CHEMBL237_Ki,87,test,1055,1690,16,66,True
CHEMBL237_Ki,88,test,1059,1060,16,62,True
CHEMBL237_Ki,89,test,1072,1382,7,64,True
CHEMBL237_Ki,91,calibration,1102,1115,20,78,True
CHEMBL237_Ki,90,calibration,1105,1119,11,75,True
CHEMBL237_Ki,92,test,1117,1123,14,78,True
CHEMBL237_Ki,94,test,1171,1174,8,88,True
CHEMBL237_Ki,96,calibration,1210,1212,10,78,True
CHEMBL237_Ki,97,calibration,1217,1218,8,116,True
CHEMBL237_Ki,99,test,1250,1253,18,57,True
CHEMBL237_Ki,101,test,1302,1308,14,60,True
CHEMBL237_Ki,102,calibration,1313,1315,12,68,True
CHEMBL237_Ki,104,calibration,1394,1398,17,63,True
CHEMBL237_Ki,106,test,1435,1458,16,52,True
CHEMBL237_Ki,107,calibration,1447,1455,16,58,True
CHEMBL237_Ki,108,calibration,1465,1765,7,71,True
CHEMBL237_Ki,111,test,1570,2602,7,72,True
CHEMBL237_Ki,112,calibration,1586,1591,5,45,True
CHEMBL237_Ki,114,calibration,1614,1616,11,77,True
CHEMBL237_Ki,119,calibration,1682,2026,13,53,True
CHEMBL237_Ki,124,calibration,1775,1776,5,79,True
CHEMBL237_Ki,127,test,1855,1941,19,79,True
CHEMBL237_Ki,129,test,1873,1881,6,62,True
CHEMBL237_Ki,128,test,1878,1886,15,77,True
CHEMBL237_Ki,132,test,1913,1916,10,62,True
CHEMBL237_Ki,137,test,1969,1971,5,77,True
CHEMBL237_Ki,139,calibration,1991,2104,19,72,True
CHEMBL237_Ki,136,test,2031,2043,17,67,True
CHEMBL237_Ki,143,test,2056,2061,9,67,True
CHEMBL237_Ki,149,test,2168,2183,25,79,True
CHEMBL237_Ki,151,calibration,2184,2186,13,81,True
CHEMBL237_Ki,146,test,2299,2301,8,74,True
CHEMBL237_Ki,155,test,2337,2342,9,75,True
CHEMBL237_Ki,157,test,2346,2348,7,59,True
CHEMBL237_Ki,159,calibration,2465,2466,16,84,True
CHEMBL237_Ki,160,calibration,2477,2478,11,73,True
CHEMBL237_Ki,162,test,2546,2547,4,89,True
CHEMBL237_Ki,163,test,2553,2555,14,63,True
CHEMBL237_Ki,110,test,2576,2579,13,93,True
CHEMBL238_Ki,0,test,0,1,8,52,True
CHEMBL238_Ki,1,calibration,12,107,9,39,True
CHEMBL238_Ki,2,calibration,14,18,16,66,True
CHEMBL238_Ki,4,test,17,27,8,42,True
CHEMBL238_Ki,6,test,46,47,12,70,True
CHEMBL238_Ki,7,test,57,810,8,44,True
CHEMBL238_Ki,9,calibration,120,123,21,69,True
CHEMBL238_Ki,12,calibration,139,141,13,45,True
CHEMBL238_Ki,11,test,154,405,9,37,True
CHEMBL238_Ki,13,test,174,180,13,73,True
CHEMBL238_Ki,14,test,175,185,4,73,True
CHEMBL238_Ki,15,test,186,190,4,64,True
CHEMBL238_Ki,23,calibration,247,252,16,44,True
CHEMBL238_Ki,25,test,270,280,20,58,True
CHEMBL238_Ki,28,calibration,307,317,11,63,True
CHEMBL238_Ki,29,test,311,313,8,64,True
CHEMBL238_Ki,32,calibration,346,347,3,49,True
CHEMBL238_Ki,33,test,356,359,18,42,True
CHEMBL238_Ki,34,calibration,426,427,10,50,True
CHEMBL238_Ki,38,test,483,489,4,36,True
CHEMBL238_Ki,39,test,502,513,12,90,True
CHEMBL238_Ki,42,test,564,566,10,42,True
CHEMBL238_Ki,43,calibration,584,926,24,41,True
CHEMBL238_Ki,44,calibration,596,599,10,38,True
CHEMBL238_Ki,45,calibration,604,614,18,44,True
CHEMBL238_Ki,52,calibration,639,641,11,43,True
CHEMBL238_Ki,53,test,642,650,16,45,True
CHEMBL238_Ki,54,calibration,648,649,18,42,True
CHEMBL238_Ki,55,test,671,672,11,43,True
CHEMBL238_Ki,59,calibration,798,802,4,51,True
CHEMBL238_Ki,60,test,800,804,4,51,True
CHEMBL238_Ki,61,test,806,807,8,54,True
CHEMBL238_Ki,63,calibration,823,831,12,49,True
CHEMBL238_Ki,64,calibration,851,853,4,45,True
CHEMBL238_Ki,68,calibration,944,945,5,47,True
