dataset,representation,predictor,explainer,seed,variant,component_id,component_split,left_index,right_index,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,true_delta,predicted_delta,absolute_signed_delta_error,gap_score,randomized_mean_nap,delta_sanity
CHEMBL239_EC50,morgan,mlp,crem_mean,42,trained,126,test,1623,1625,0.2944055944055944,0.2363636363636363,0.076007326007326,0.7090909090909091,3.096910013008056,0.263643741607666,2.8332662714003902,-2.8332662714003902,0.0386373390003154,0.0373699870070106
CHEMBL239_EC50,morgan,mlp,crem_mean,42,trained,127,test,1641,1656,0.0635185185185185,0.0727272727272727,-0.0099310094408133,1.0,-1.047424649928138,-0.260998010635376,0.7864266392927621,-0.7864266392927621,0.011978587998512065,-0.021909597439325364
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,1,test,1,33,0.8229439288569722,0.2542372881355932,0.7625839046036673,1.0,2.513097461879629,0.9099223613739014,1.6031751005057275,-1.6031751005057275,0.06629683421799219,0.6962870703856752
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,2,test,22,1235,0.6939224290703367,0.5862068965517241,0.2603125369199806,1.0,-2.6989700043360187,-1.519182562828064,1.1797874415079548,-1.1797874415079548,-0.12926865118571246,0.38958118810569303
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,7,test,62,64,0.0671798903402677,0.0555555555555555,0.0123081191838128,1.0,-1.5328392767509351,-0.2040297985076904,1.3288094782432447,-1.3288094782432447,0.33459679728062075,-0.32228867809680795
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,14,test,137,144,0.1893510906423723,0.1692307692307692,0.0242189054028555,1.0,2.669006780958576,0.6768310070037842,1.9921757739547916,-1.9921757739547916,0.072145221343311,-0.0479263159404555
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,16,test,150,156,0.4855028196861432,0.373134328358209,0.1792544980707522,0.835820895522388,-1.01424043911461,-0.3050332069396972,0.7092072321749128,-0.7092072321749128,0.3839525049366679,-0.2046980068659157
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,18,test,167,173,0.3854158691387481,0.2191780821917808,0.2129010253882213,1.0,2.716003343634799,0.355587363243103,2.360415980391696,-2.360415980391696,0.16590911367965153,0.046991911708569784
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,22,test,190,193,0.1425734470638671,0.1666666666666666,-0.0289118635233594,1.0,1.334888262924949,-0.2744941711425781,1.6093824340675271,-1.6093824340675271,0.042911628141235204,-0.0718234916645946
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,24,test,199,201,0.5119764064595766,0.4736842105263157,0.0727551722731956,1.0,1.3916910593950362,-1.239248275756836,2.630939335151872,-2.630939335151872,0.5706152237150915,-0.49786005144189593
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,25,test,203,216,0.0809760132340777,0.0735294117647058,0.0080376015859886,1.0,2.146128035678238,0.6731576919555664,1.4729703437226718,-1.4729703437226718,0.17140742959345423,-0.16336982800746563
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,26,test,210,270,0.6273237027558441,0.5384615384615384,0.192534689304329,0.9846153846153848,1.5118833609788744,1.02202570438385,0.4898576565950243,-0.4898576565950243,-0.02005363800991503,0.212588327314244
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,29,test,265,1411,0.4773986365801381,0.3,0.2534266236859117,1.0,-1.2674291939120836,-0.6566247940063477,0.610804399905736,-0.610804399905736,0.42059009220540505,-0.16716346851949337
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,30,test,266,1315,0.6538377366450456,0.3181818181818182,0.4922953470794002,1.0,1.2922560713564757,-0.7199969291687012,2.0122530005251766,-2.0122530005251766,0.17389667126232852,0.3183986758170717
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,35,test,309,311,0.3156855303487144,0.2777777777777778,0.0524876574059122,1.0,-1.3047578681832246,0.287773847579956,1.5925317157631806,-1.5925317157631806,-0.11561691659064943,0.16810457399656165
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,37,test,358,359,0.1883688662807305,0.1388888888888889,0.0574606189066547,1.0,-1.1892094895823062,0.4703191518783569,1.6595286414606631,-1.6595286414606631,0.37672110013936394,-0.3192604812327092
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,38,test,362,363,0.1951374897064552,0.1282051282051282,0.0767753558397574,1.0,2.4904852162776443,0.4696724414825439,2.0208127747951004,-2.0208127747951004,0.0162898420087427,0.060485513831014706
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,40,test,371,372,0.0523764430014429,0.0757575757575757,-0.025297619047619,1.0,-1.4393326938302626,-0.8470542430877686,0.5922784507424941,-0.5922784507424941,0.122386362179266,-0.147683981226885
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,48,test,460,465,0.7410057845666508,0.28,0.6402858118981261,1.0,1.903245064473292,1.1890089511871338,0.7142361132861583,-0.7142361132861583,0.3145314424283901,0.32575436946973596
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,52,test,500,526,0.2219780219780219,0.2923076923076923,-0.0993788819875776,0.953846153846154,-1.7703259128716875,-1.0169813632965088,0.7533445495751789,-0.7533445495751789,0.07668661167986911,-0.17606549366744673
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,57,test,580,838,0.2425612257386601,0.2769230769230769,-0.0475217090848318,1.0,-1.3697458080334413,0.2919092178344726,1.661655025867914,-1.661655025867914,0.22475762281533238,-0.2722793319001642
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,66,test,790,798,0.378353207754446,0.3636363636363636,0.0231264693284151,1.0,2.0,1.0578200817108154,0.9421799182891846,-0.9421799182891846,-0.0968557394535361,0.11998220878195119
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,68,test,802,874,0.4628489930760023,0.1153846153846153,0.3927858182598287,1.0,-1.915679114299964,-0.7847614288330078,1.1309176854669565,-1.1309176854669565,0.08018563934740566,0.3126001789124231
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,75,test,846,849,0.5264234878348503,0.1891891891891892,0.415922301662982,1.0,1.3521825181113625,1.824004054069519,0.4718215359581568,-0.4718215359581568,0.20211145303171094,0.21381084863127106
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,85,test,1035,1041,0.2083842083842084,0.1428571428571428,0.0764482431149098,1.0,-3.720159303405957,-0.1759638786315918,3.544195424774365,-3.544195424774365,0.13565481269803353,-0.05920656958312373
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,91,test,1077,1085,0.2736010254210456,0.2307692307692307,0.0556813330473593,0.9230769230769232,1.5269187230820784,0.3393266201019287,1.1875921029801495,-1.1875921029801495,-0.026515406251305898,0.0821967392986652
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,102,test,1199,1201,0.1616505394890494,0.1710526315789473,-0.0113422063306705,1.0,1.5590775548220597,0.1039018630981445,1.455175691723915,-1.455175691723915,-0.03653025313118513,0.025188046800514632
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,107,test,1272,1278,0.2727270315671644,0.3333333333333333,-0.0909094526492533,1.0,1.640481436970422,-0.5388169288635254,2.1792983658339478,-2.1792983658339478,-0.053795165797001866,-0.03711428685225144
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,114,test,1376,1715,0.3543974018663952,0.3114754098360656,0.0623390836630978,1.0,-2.233503760341135,0.1027612686157226,2.336265028956858,-2.336265028956858,0.0536404947119471,0.0086985889511507
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,115,test,1393,1402,0.123675931784865,0.1346153846153846,-0.0126411454930448,1.0,1.2825465899699682,0.7984104156494141,0.4841361743205541,-0.4841361743205541,0.1976485526916714,-0.21028969818471618
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,118,test,1465,1467,0.3020737199308628,0.1688311688311688,0.1603074442918193,1.0,-2.9344984512435675,-0.7908608913421631,2.1436375599014044,-2.1436375599014044,0.2232119585575533,-0.06290451426573399
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,74,test,1469,1473,0.2720069570115045,0.3164556962025316,-0.065026859186873,1.0,2.0211892990699383,0.7421159744262695,1.2790733246436687,-1.2790733246436687,0.22545537281955208,-0.2904822320064251
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,124,test,1559,1566,0.522584260172342,0.4576271186440678,0.1197647296927556,1.0,2.257595828468648,1.721937656402588,0.5356581720660598,-0.5356581720660598,0.03111706911669339,0.08864766057606221
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,126,test,1623,1625,0.171245331035855,0.2363636363636363,-0.0852739712625707,1.0,3.096910013008056,0.263643741607666,2.8332662714003902,-2.8332662714003902,-0.03047990379319858,-0.054794067469372126
CHEMBL239_EC50,morgan,mlp,crem_lime,42,trained,127,test,1641,1656,0.0792016806722689,0.0727272727272727,0.0069822046465645,1.0,-1.047424649928138,-0.260998010635376,0.7864266392927621,-0.7864266392927621,-0.009282221819358467,0.016264426465922965
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,2,test,8,1135,0.7843757215947375,0.5172413793103449,0.5533497090176704,1.0,2.6197887582883927,1.2204946279525757,1.399294130335817,-1.399294130335817,-0.002071658369984667,0.5554213673876551
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,3,test,64,78,0.2666067058194865,0.1829268292682926,0.1024141772716103,0.5365853658536586,1.2257790432447888,0.6138354539871216,0.6119435892576672,-0.6119435892576672,0.2963511158480037,-0.19393693857639344
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,25,test,261,267,0.4103896103896103,0.3666666666666666,0.0690362269309636,0.1333333333333333,-1.8487323246693503,0.7099577188491821,2.5586900435185327,-2.5586900435185327,0.051036682615629964,0.01799954431533364
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,32,test,287,288,0.4722222222222221,0.4444444444444444,0.0499999999999999,0.2444444444444444,2.0,2.0777909755706787,0.0777909755706791,-0.0777909755706791,-0.02025,0.0702499999999999
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,35,test,313,335,0.1280070148311541,0.1688311688311688,-0.0491165602812676,0.935064935064935,1.6084001693589811,0.2212525308132171,1.3871476385457642,-1.3871476385457642,0.3756161611428685,-0.4247327214241361
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,36,test,314,333,0.455559268059268,0.1791044776119403,0.3367721992721993,0.9253731343283582,1.1549019599857433,0.8298816680908203,0.325020291894923,-0.325020291894923,0.17104558000120765,0.16572661927099167
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,37,test,322,326,0.3275876552825705,0.25,0.1034502070434273,0.775,-1.3767507096020994,-0.2076542377471923,1.169096471854907,-1.169096471854907,0.0912072188691752,0.012242988174252109
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,38,test,370,374,0.0783127889060092,0.0714285714285714,0.0074137726680099,0.9428571428571428,1.1760912590556805,0.4634530544281006,0.7126382046275799,-0.7126382046275799,0.14091115300385162,-0.13349738033584171
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,50,test,496,508,0.3537701006235489,0.453125,-0.1816775302883676,0.625,2.602059991327962,1.8670917451381683,0.7349682461897937,-0.7349682461897937,-0.002757918525435767,-0.17891961176293183
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,55,test,553,1094,0.3925438596491228,0.0634920634920634,0.3513603925066904,1.0,1.8758877041394824,0.6516667604446411,1.2242209436948412,-1.2242209436948412,0.04351509323874203,0.30784529926794835
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,67,test,642,961,0.239055268846669,0.1428571428571428,0.1122311469877806,0.5535714285714286,2.0658172844896434,0.1552945375442505,1.910522746945393,-1.910522746945393,0.12876850532963027,-0.016537358341849676
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,68,test,708,729,0.2493966817496229,0.2647058823529412,-0.0208205128205128,0.4411764705882353,-1.9344984512435677,0.0720634460449218,2.0065618972884893,-2.0065618972884893,-0.0149340144742443,-0.005886498346268499
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,73,test,781,794,0.4244252873563218,0.2083333333333333,0.2729582577132485,0.625,1.1171133990963442,0.1205954551696777,0.9965179439266664,-0.9965179439266664,0.014525151491095768,0.2584331062221527
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,77,test,817,894,0.1209690777149196,0.1733333333333333,-0.0633438576029197,0.92,1.419955748489758,-0.0370552539825439,1.457011002472302,-1.457011002472302,0.06970003314250657,-0.13304389074542627
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,74,test,828,868,0.3432438529212722,0.1212121212121212,0.2526567981517925,1.0,2.171838921472558,0.5627672672271729,1.6090716542453851,-1.6090716542453851,-0.012855846737425666,0.26551264488921816
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,87,test,1033,1246,0.2730503096406794,0.3793103448275862,-0.1711967233566831,1.0,1.0310342337399678,0.3876450061798095,0.6433892275601583,-0.6433892275601583,0.18705078964099872,-0.3582475129976818
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,90,test,1090,1128,0.2541370078802021,0.2068965517241379,0.0595640534141678,0.4827586206896552,2.5797835966168106,-0.0845560431480407,2.6643396397648518,-2.6643396397648518,0.1099914817245735,-0.0504274283104057
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,92,test,1164,1188,0.2922535211267605,0.056338028169014,0.25,0.9154929577464788,-1.869231719730976,-1.4341029822826383,0.4351287374483377,-0.4351287374483377,-0.0069530818131564,0.2569530818131564
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,93,test,1168,1211,0.0784446219959555,0.1076923076923077,-0.032777578797636,1.0,1.240549248282599,0.0885193347930908,1.1520299134895082,-1.1520299134895082,-0.008180424453854567,-0.024597154343781433
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,95,test,1238,1243,0.2203168223966186,0.1428571428571428,0.0903696261293884,0.7402597402597403,1.1760912590556811,0.0994470119476318,1.0766442471080495,-1.0766442471080495,0.25606060606060604,-0.16569097993121765
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,100,test,1289,2103,0.7300864319793515,0.4,0.5501440532989192,0.6714285714285714,-1.2678616324113263,-0.1194567717611789,1.1484048606501476,-1.1484048606501476,0.3361368521924682,0.21400720110645105
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,107,test,1363,1371,0.2462774312774313,0.2702702702702703,-0.0328790756568534,0.7567567567567568,2.431363764158988,0.7772718369960785,1.6540919271629089,-1.6540919271629089,-0.009807956104252367,-0.023071119552601032
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,108,test,1387,1395,0.3908684263109911,0.1923076923076923,0.2458370992421795,0.5384615384615384,1.255272505103306,0.2176603078842163,1.0376121972190897,-1.0376121972190897,0.33756318703944777,-0.09172608779726826
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,114,test,1535,1538,0.1138297872340425,0.0851063829787234,0.0313953488372093,0.2127659574468085,-2.146128035678238,-1.0635970830917358,1.0825309525865023,-1.0825309525865023,0.0013565891472868,0.0300387596899225
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,116,test,1558,1559,0.3881887397315167,0.3225806451612903,0.0968500443655722,0.4516129032258064,-1.8450980400142571,-0.931331992149353,0.9137660478649045,-0.9137660478649045,0.024591768479967264,0.07225827588560493
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,121,test,1610,1613,0.2498027176607236,0.3292682926829268,-0.1184759482149212,0.8780487804878049,1.5314789170422554,0.1639051437377929,1.3675737733044624,-1.3675737733044624,-0.030594992081803166,-0.08788095613311804
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,6,test,1618,2287,0.1913414880065316,0.24,-0.0640243578861426,0.8666666666666667,-3.880813592280792,-0.4741344451904297,3.4066791470903617,-3.4066791470903617,0.11198458752903286,-0.17600894541517545
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,126,test,1776,2055,0.1410532203634862,0.1428571428571428,-0.0021045762425993,1.0,1.5854607295085006,0.4024752378463745,1.182985491662126,-1.182985491662126,0.17456523976527136,-0.17666981600787066
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,130,test,1833,1840,0.2455192493235971,0.3108108108108108,-0.0947367754912511,1.0,2.0636690798693773,0.3673649430274963,1.696304136841881,-1.696304136841881,0.12695798493582292,-0.22169476042707403
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,118,test,1999,2006,0.0941937608648413,0.1,-0.0064513768168429,0.75,-2.0357155522665344,-0.6482287347316742,1.3874868175348605,-1.3874868175348605,0.040970994716709536,-0.047422371533552436
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,148,test,2118,2137,0.1314402316647093,0.1470588235294117,-0.0183114525310304,1.0,2.589949601325708,0.3409938812255859,2.2489557201001222,-2.2489557201001222,-0.0122121904743726,-0.006099262056657799
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,153,test,2149,2152,0.325183546612118,0.1944444444444444,0.1622968164840086,0.75,-3.0487330483239683,-0.7787401676177979,2.2699928807061704,-2.2699928807061704,0.46768929445475593,-0.3053924779707473
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,149,test,2186,2190,0.3340959465433094,0.3043478260869565,0.0427629231560072,0.8985507246376812,2.7808741087191167,1.0419594049453735,1.7389147037737431,-1.7389147037737431,0.354947811643393,-0.3121848884873858
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,155,test,2204,2205,0.2022125606982243,0.2112676056338028,-0.0114805034004655,0.9014084507042254,1.0239121574054106,-0.5963225364685059,1.6202346938739165,-1.6202346938739165,0.07077176156487827,-0.08225226496534377
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,157,test,2209,2218,0.1777318276005765,0.2285714285714285,-0.065903186443697,1.0,-1.2662678894047694,0.2841996997594833,1.5504675891642528,-1.5504675891642528,-0.002145452000893,-0.063757734442804
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,159,test,2217,2223,0.384569666386319,0.2702702702702703,0.1566325057886593,0.918918918918919,-1.2218487496163564,0.0222062170505523,1.2440549666669087,-1.2440549666669087,0.14440061446335892,0.012231891325300392
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,162,test,2257,2258,0.0616806361487212,0.0508474576271186,0.0114135273709741,0.7966101694915254,-2.6989700043360187,-0.9626848697662354,1.7362851345697834,-1.7362851345697834,-0.0021761392729134333,0.013589666643887534
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,163,test,2262,2266,0.1413492063492063,0.16,-0.0222033257747543,0.88,-2.0147232568207065,-0.4258596897125244,1.588863567108182,-1.588863567108182,-0.013316305727020033,-0.008887020047734265
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,164,test,2288,2854,0.5789309195526118,0.2345679012345679,0.4498936207058315,1.0,-1.1890562362200492,-1.0768048763275146,0.1122513598925345,-0.1122513598925345,0.17128724797705297,0.27860637272877853
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,168,test,2351,2398,0.2824110123137016,0.28,0.0033486282134743,0.7333333333333333,1.8952646494799867,0.3950580656528473,1.5002065838271397,-1.5002065838271397,0.46510592203040546,-0.46175729381693115
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,141,test,2368,2405,0.2652013652111659,0.1842105263157894,0.0992790928394936,0.7368421052631579,-3.926856708949692,-0.7935217469930649,3.133334961956627,-3.133334961956627,0.39559723340091263,-0.29631814056141903
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,169,test,2372,2385,0.2112949477665733,0.2537313432835821,-0.0568647699927918,0.7014925373134329,-1.463757293161681,0.1441911458969116,1.6079484390585923,-1.6079484390585923,0.04683257626047407,-0.10369734625326588
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,171,test,2438,2446,0.0976741762220427,0.1470588235294117,-0.0578992416707085,0.9264705882352942,1.5006023505691857,0.3817188739776611,1.1188834765915243,-1.1188834765915243,0.02182621592966417,-0.07972545760037267
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,172,test,2461,2462,0.0670913394597605,0.0677966101694915,-0.0007565631249841,0.8983050847457628,1.3679767852945943,0.5559572577476501,0.8120195275469444,-0.8120195275469444,0.07257108102931899,-0.07332764415430308
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,173,test,2475,2476,0.0398126463700234,0.0476190476190476,-0.0081967213114754,0.7619047619047619,-1.510545010206612,-0.130565196275711,1.379979813930901,-1.379979813930901,0.019882603955184566,-0.028079325266659967
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,175,test,2479,2495,0.570219011687011,0.2333333333333333,0.4394161022004491,0.7,1.0815873158135036,1.1131442785263062,0.0315569627128025,-0.0315569627128025,0.30722872604085355,0.13218737615959553
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,182,test,2632,2633,0.2983832617109356,0.3225806451612903,-0.0357199469981425,0.3064516129032258,-1.2218487496163566,-0.0972862243652343,1.1245625252511222,-1.1245625252511222,0.060061728395061666,-0.09578167539320417
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,183,test,2639,2642,0.2857142857142857,0.2142857142857142,0.0909090909090909,0.5357142857142857,1.1249387366083,0.5150099247694016,0.6099288118388984,-0.6099288118388984,0.0,0.0909090909090909
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,189,test,2710,2712,0.162867726071731,0.1717171717171717,-0.0106840868158368,0.494949494949495,1.1807047638610455,-1.1312487125396729,2.3119534764007184,-2.3119534764007184,0.019607843137254898,-0.030291929953091698
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,194,test,2836,2838,0.0597014925373134,0.0597014925373134,0.0,1.0,-1.5454822249613125,-0.0599710941314697,1.4855111308298428,-1.4855111308298428,0.0800579491055681,-0.0800579491055681
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,200,test,3013,3019,0.2919547140971518,0.2210526315789473,0.0910229437733705,1.0,2.204119982655925,-0.1219649314880371,2.3260849141439617,-2.3260849141439617,0.10111770591631393,-0.010094762142943428
CHEMBL244_Ki,morgan,xgboost,crem_mean,11,trained,202,test,3034,3040,0.4546496017761943,0.2258064516129032,0.2955890689609177,0.5,2.255272505103306,-0.464093804359436,2.719366309462742,-2.719366309462742,0.3452835744502411,-0.049694505489323415
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,2,test,8,1135,0.8096793676327348,0.5172413793103449,0.6057644043820936,0.7586206896551724,2.6197887582883927,1.2204946279525757,1.399294130335817,-1.399294130335817,0.33035811689874894,0.2754062874833446
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,3,test,64,78,0.161677047276114,0.1829268292682926,-0.0260071958710246,1.0,1.2257790432447888,0.6138354539871216,0.6119435892576672,-0.6119435892576672,0.3342437820000333,-0.3602509778710579
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,25,test,261,267,0.5575721905275115,0.3666666666666666,0.3014297745171235,1.0,-1.8487323246693503,0.7099577188491821,2.5586900435185327,-2.5586900435185327,-0.005186019669104434,0.3066157941862279
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,32,test,287,288,0.7211469115106887,0.4444444444444444,0.4980644407192396,1.0,2.0,2.0777909755706787,0.0777909755706791,-0.0777909755706791,0.04430278800513401,0.4537616527141056
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,35,test,313,335,0.1580085628387835,0.1688311688311688,-0.0130209478345885,1.0,1.6084001693589811,0.2212525308132171,1.3871476385457642,-1.3871476385457642,0.28892505401920093,-0.30194600185378945
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,36,test,314,333,0.7940773279008574,0.1791044776119403,0.7491487448974081,1.0,1.1549019599857433,0.8298816680908203,0.325020291894923,-0.325020291894923,0.27485448347901564,0.4742942614183925
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,37,test,322,326,0.1621764801265759,0.25,-0.1170980264978987,1.0,-1.3767507096020994,-0.2076542377471923,1.169096471854907,-1.169096471854907,0.002471253144457832,-0.11956927964235653
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,38,test,370,374,0.0796465052562613,0.0714285714285714,0.008850082583666,1.0,1.1760912590556805,0.4634530544281006,0.7126382046275799,-0.7126382046275799,0.1170932354300696,-0.1082431528464036
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,50,test,496,508,0.3754303970336115,0.453125,-0.142070131138539,1.0,2.602059991327962,1.8670917451381683,0.7349682461897937,-0.7349682461897937,0.43845684212764285,-0.5805269732661819
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,55,test,553,1094,0.1201801045166106,0.0634920634920634,0.0605312980431605,1.0,1.8758877041394824,0.6516667604446411,1.2242209436948412,-1.2242209436948412,0.0025473094923281,0.0579839885508324
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,67,test,642,961,0.1803412652939963,0.1428571428571428,0.0437314761763291,0.9285714285714286,2.0658172844896434,0.1552945375442505,1.910522746945393,-1.910522746945393,0.1041787523717377,-0.06044727619540859
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,68,test,708,729,0.2126298379073168,0.2647058823529412,-0.0708234204460491,0.9411764705882352,-1.9344984512435677,0.0720634460449218,2.0065618972884893,-2.0065618972884893,-0.08508139256056059,0.014257972114511491
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,73,test,781,794,0.5270418470418471,0.2083333333333333,0.4025791752107542,0.9583333333333334,1.1171133990963442,0.1205954551696777,0.9965179439266664,-0.9965179439266664,-0.0256030264441217,0.4281822016548759
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,77,test,817,894,0.1056780406624742,0.1733333333333333,-0.0818410798437812,1.0,1.419955748489758,-0.0370552539825439,1.457011002472302,-1.457011002472302,0.39485621802455656,-0.47669729786833775
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,74,test,828,868,0.2635174646027581,0.1212121212121212,0.1619336666169316,1.0,2.171838921472558,0.5627672672271729,1.6090716542453851,-1.6090716542453851,0.036469035243676735,0.12546463137325486
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,87,test,1033,1246,0.2628972063602373,0.3793103448275862,-0.1875545008640621,1.0,1.0310342337399678,0.3876450061798095,0.6433892275601583,-0.6433892275601583,-0.010546253387850603,-0.17700824747621152
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,90,test,1090,1128,0.138297171450111,0.2068965517241379,-0.0864948707802947,1.0,2.5797835966168106,-0.0845560431480407,2.6643396397648518,-2.6643396397648518,0.0028334693522761023,-0.08932834013257081
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,92,test,1164,1188,1.0,0.056338028169014,1.0,1.0,-1.869231719730976,-1.4341029822826383,0.4351287374483377,-0.4351287374483377,0.0028099867821562343,0.9971900132178437
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,93,test,1168,1211,0.0722840477954446,0.1076923076923077,-0.0396816705740706,0.9076923076923076,1.240549248282599,0.0885193347930908,1.1520299134895082,-1.1520299134895082,-0.03117115161099553,-0.00851051896307507
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,95,test,1238,1243,0.1466399194729004,0.1428571428571428,0.0044132393850505,0.974025974025974,1.1760912590556811,0.0994470119476318,1.0766442471080495,-1.0766442471080495,0.0739804658659285,-0.069567226480878
CHEMBL244_Ki,morgan,xgboost,crem_lime,11,trained,100,test,1289,2103,0.6569406640342371,0.4,0.4282344400570618,1.0,-1.2678616324113263,-0.1194567717611789,1.1484048606501476,-1.1484048606501476,0.18149646147069676,0.24673797858636504
