dataset,component_id,component_split,positive_atoms,total_atoms,valid_normalized_ap_prevalence
CHEMBL234_Ki,13,test,4,41,True
CHEMBL234_Ki,14,calibration,16,44,True
CHEMBL234_Ki,15,calibration,12,66,True
CHEMBL234_Ki,19,calibration,18,75,True
CHEMBL234_Ki,21,calibration,4,49,True
CHEMBL234_Ki,22,test,15,63,True
CHEMBL234_Ki,26,test,27,45,True
CHEMBL234_Ki,27,calibration,4,63,True
CHEMBL234_Ki,31,calibration,37,55,True
CHEMBL234_Ki,33,test,10,37,True
CHEMBL234_Ki,29,calibration,46,51,True
CHEMBL234_Ki,34,calibration,11,31,True
CHEMBL234_Ki,37,test,43,47,True
CHEMBL234_Ki,36,calibration,22,54,True
CHEMBL234_Ki,40,test,42,54,True
CHEMBL234_Ki,4,calibration,16,50,True
CHEMBL234_Ki,47,calibration,12,63,True
CHEMBL234_Ki,48,calibration,13,45,True
CHEMBL234_Ki,49,calibration,25,53,True
CHEMBL234_Ki,52,calibration,27,42,True
CHEMBL234_Ki,53,calibration,4,42,True
CHEMBL234_Ki,55,test,30,40,True
CHEMBL234_Ki,56,test,12,74,True
CHEMBL234_Ki,58,calibration,13,81,True
CHEMBL234_Ki,61,test,14,52,True
CHEMBL234_Ki,60,calibration,14,51,True
CHEMBL234_Ki,66,test,12,38,True
CHEMBL234_Ki,68,calibration,19,67,True
CHEMBL234_Ki,50,calibration,17,33,True
CHEMBL234_Ki,69,test,9,37,True
CHEMBL234_Ki,77,test,15,73,True
CHEMBL234_Ki,82,calibration,26,42,True
CHEMBL234_Ki,86,calibration,24,66,True
CHEMBL234_Ki,84,test,14,40,True
CHEMBL234_Ki,88,test,8,64,True
CHEMBL234_Ki,92,calibration,16,64,True
CHEMBL234_Ki,93,test,11,51,True
CHEMBL234_Ki,28,test,4,69,True
CHEMBL234_Ki,98,calibration,18,75,True
CHEMBL234_Ki,103,test,11,63,True
CHEMBL234_Ki,57,calibration,24,48,True
CHEMBL234_Ki,108,calibration,13,55,True
CHEMBL234_Ki,109,calibration,5,50,True
CHEMBL234_Ki,114,test,4,76,True
CHEMBL234_Ki,99,test,22,58,True
CHEMBL234_Ki,118,test,22,58,True
CHEMBL234_Ki,121,test,23,43,True
CHEMBL234_Ki,123,calibration,16,50,True
CHEMBL234_Ki,128,test,4,53,True
CHEMBL234_Ki,133,test,12,44,True
CHEMBL234_Ki,134,test,10,44,True
CHEMBL234_Ki,137,calibration,14,64,True
CHEMBL234_Ki,138,test,9,60,True
CHEMBL234_Ki,140,calibration,18,63,True
CHEMBL234_Ki,141,test,23,59,True
CHEMBL234_Ki,142,test,23,67,True
CHEMBL234_Ki,143,test,14,68,True
CHEMBL234_Ki,146,test,22,68,True
CHEMBL234_Ki,148,calibration,28,56,True
CHEMBL234_Ki,44,test,29,59,True
CHEMBL234_Ki,150,test,13,91,True
CHEMBL234_Ki,152,test,20,70,True
CHEMBL234_Ki,154,test,27,49,True
CHEMBL234_Ki,159,test,10,70,True
CHEMBL234_Ki,160,calibration,10,62,True
CHEMBL234_Ki,161,test,18,58,True
CHEMBL234_Ki,76,test,27,51,True
CHEMBL234_Ki,162,test,17,61,True
CHEMBL234_Ki,163,calibration,12,66,True
CHEMBL234_Ki,165,calibration,38,64,True
CHEMBL234_Ki,167,calibration,29,101,True
CHEMBL234_Ki,168,test,12,56,True
CHEMBL234_Ki,169,calibration,4,57,True
CHEMBL234_Ki,171,test,21,64,True
CHEMBL234_Ki,119,calibration,17,67,True
CHEMBL234_Ki,174,calibration,41,71,True
CHEMBL234_Ki,176,test,38,72,True
CHEMBL234_Ki,177,calibration,27,60,True
CHEMBL234_Ki,178,test,28,72,True
CHEMBL234_Ki,179,calibration,34,68,True
CHEMBL234_Ki,180,calibration,21,72,True
CHEMBL234_Ki,182,test,20,68,True
CHEMBL234_Ki,39,calibration,27,57,True
CHEMBL234_Ki,187,calibration,37,65,True
CHEMBL234_Ki,183,test,28,68,True
CHEMBL234_Ki,188,calibration,4,61,True
CHEMBL234_Ki,189,test,26,68,True
CHEMBL234_Ki,190,calibration,18,70,True
CHEMBL234_Ki,194,calibration,8,74,True
CHEMBL234_Ki,195,calibration,23,65,True
CHEMBL234_Ki,196,test,18,70,True
CHEMBL234_Ki,197,test,12,72,True
CHEMBL234_Ki,198,calibration,23,71,True
CHEMBL234_Ki,199,calibration,7,60,True
CHEMBL234_Ki,202,test,17,77,True
CHEMBL234_Ki,205,test,15,67,True
CHEMBL234_Ki,207,test,14,64,True
CHEMBL234_Ki,208,test,13,67,True
CHEMBL234_Ki,210,test,13,41,True
CHEMBL234_Ki,211,calibration,18,42,True
CHEMBL234_Ki,212,test,17,49,True
CHEMBL234_Ki,216,calibration,12,56,True
CHEMBL234_Ki,217,calibration,11,71,True
CHEMBL234_Ki,218,calibration,14,68,True
CHEMBL234_Ki,219,calibration,16,68,True
CHEMBL234_Ki,220,test,19,47,True
CHEMBL234_Ki,223,test,4,57,True
CHEMBL234_Ki,226,test,22,52,True
CHEMBL235_EC50,1,test,20,66,True
CHEMBL235_EC50,3,test,21,59,True
CHEMBL235_EC50,6,test,24,68,True
CHEMBL235_EC50,11,calibration,22,60,True
CHEMBL235_EC50,8,test,22,85,True
CHEMBL235_EC50,13,calibration,10,78,True
CHEMBL235_EC50,5,calibration,32,66,True
CHEMBL235_EC50,17,test,10,65,True
CHEMBL235_EC50,18,test,12,64,True
CHEMBL235_EC50,20,calibration,4,67,True
CHEMBL235_EC50,22,test,23,72,True
CHEMBL235_EC50,23,test,10,60,True
CHEMBL235_EC50,27,test,25,41,True
CHEMBL235_EC50,30,test,35,79,True
CHEMBL235_EC50,34,test,5,70,True
CHEMBL235_EC50,36,calibration,16,62,True
CHEMBL235_EC50,37,test,20,72,True
CHEMBL235_EC50,38,calibration,10,72,True
CHEMBL235_EC50,39,test,10,78,True
CHEMBL235_EC50,41,calibration,7,60,True
CHEMBL235_EC50,42,test,14,66,True
CHEMBL235_EC50,43,calibration,13,69,True
CHEMBL235_EC50,48,calibration,5,80,True
CHEMBL235_EC50,50,calibration,26,64,True
CHEMBL235_EC50,52,test,21,75,True
CHEMBL235_EC50,53,test,23,63,True
CHEMBL235_EC50,24,test,36,62,True
CHEMBL235_EC50,55,calibration,8,66,True
CHEMBL235_EC50,58,calibration,39,79,True
CHEMBL235_EC50,59,calibration,22,72,True
CHEMBL235_EC50,61,calibration,26,76,True
CHEMBL235_EC50,62,test,15,69,True
CHEMBL235_EC50,63,test,9,64,True
CHEMBL235_EC50,69,calibration,23,75,True
CHEMBL235_EC50,72,calibration,8,54,True
CHEMBL235_EC50,73,test,18,51,True
CHEMBL235_EC50,76,test,22,72,True
CHEMBL235_EC50,77,test,36,85,True
CHEMBL235_EC50,79,calibration,8,52,True
CHEMBL235_EC50,81,calibration,12,65,True
CHEMBL235_EC50,83,calibration,25,60,True
CHEMBL235_EC50,86,test,8,67,True
CHEMBL235_EC50,68,test,11,63,True
CHEMBL235_EC50,87,calibration,7,68,True
CHEMBL235_EC50,88,test,4,67,True
CHEMBL235_EC50,89,test,4,72,True
CHEMBL235_EC50,90,test,17,71,True
CHEMBL235_EC50,92,test,6,80,True
CHEMBL235_EC50,97,calibration,16,80,True
CHEMBL235_EC50,99,test,14,84,True
CHEMBL235_EC50,100,test,18,78,True
CHEMBL235_EC50,101,test,22,54,True
CHEMBL235_EC50,104,calibration,11,65,True
CHEMBL235_EC50,105,test,9,70,True
CHEMBL235_EC50,106,calibration,16,58,True
CHEMBL235_EC50,107,calibration,12,61,True
CHEMBL235_EC50,109,test,4,81,True
CHEMBL235_EC50,111,calibration,11,77,True
CHEMBL235_EC50,108,test,32,76,True
CHEMBL235_EC50,114,calibration,4,78,True
CHEMBL235_EC50,117,test,8,50,True
CHEMBL235_EC50,118,calibration,19,80,True
CHEMBL235_EC50,119,calibration,15,87,True
CHEMBL235_EC50,120,calibration,12,62,True
CHEMBL235_EC50,125,calibration,21,83,True
CHEMBL235_EC50,127,calibration,13,71,True
CHEMBL235_EC50,128,calibration,14,78,True
CHEMBL235_EC50,129,calibration,21,86,True
CHEMBL235_EC50,130,calibration,11,81,True
CHEMBL235_EC50,132,test,10,57,True
CHEMBL235_EC50,136,calibration,10,76,True
CHEMBL235_EC50,137,calibration,20,70,True
CHEMBL235_EC50,139,calibration,16,58,True
CHEMBL235_EC50,146,test,15,81,True
CHEMBL235_EC50,147,test,18,76,True
CHEMBL236_Ki,4,calibration,13,73,True
CHEMBL236_Ki,8,calibration,18,84,True
CHEMBL236_Ki,12,calibration,10,86,True
CHEMBL236_Ki,14,calibration,9,73,True
CHEMBL236_Ki,15,calibration,23,83,True
CHEMBL236_Ki,18,test,3,45,True
CHEMBL236_Ki,22,test,16,50,True
CHEMBL236_Ki,25,calibration,14,46,True
CHEMBL236_Ki,26,test,8,42,True
CHEMBL236_Ki,33,calibration,3,57,True
CHEMBL236_Ki,35,test,5,67,True
CHEMBL236_Ki,37,calibration,3,55,True
CHEMBL236_Ki,39,calibration,3,65,True
CHEMBL236_Ki,40,calibration,3,71,True
CHEMBL236_Ki,43,calibration,10,70,True
CHEMBL236_Ki,44,calibration,21,69,True
CHEMBL236_Ki,45,test,3,53,True
CHEMBL236_Ki,46,test,5,53,True
CHEMBL236_Ki,48,test,34,89,True
CHEMBL236_Ki,53,test,11,51,True
CHEMBL236_Ki,54,test,11,51,True
CHEMBL236_Ki,60,calibration,4,49,True
CHEMBL236_Ki,66,calibration,27,51,True
CHEMBL236_Ki,67,test,17,46,True
CHEMBL236_Ki,71,calibration,13,55,True
CHEMBL236_Ki,73,calibration,9,71,True
CHEMBL236_Ki,7,test,10,84,True
CHEMBL236_Ki,76,test,3,53,True
CHEMBL236_Ki,77,test,13,55,True
CHEMBL236_Ki,78,calibration,7,60,True
CHEMBL236_Ki,80,calibration,15,58,True
CHEMBL236_Ki,82,calibration,12,55,True
CHEMBL236_Ki,81,test,27,53,True
CHEMBL236_Ki,84,test,12,75,True
CHEMBL236_Ki,85,test,12,64,True
CHEMBL236_Ki,86,test,13,75,True
CHEMBL236_Ki,89,test,17,57,True
CHEMBL236_Ki,91,test,15,49,True
CHEMBL236_Ki,10,calibration,19,101,True
CHEMBL236_Ki,94,calibration,4,68,True
CHEMBL236_Ki,96,calibration,10,72,True
CHEMBL236_Ki,97,test,10,70,True
CHEMBL236_Ki,99,test,14,57,True
CHEMBL236_Ki,100,test,25,64,True
CHEMBL236_Ki,107,test,24,102,True
CHEMBL236_Ki,108,calibration,8,72,True
CHEMBL236_Ki,109,calibration,23,65,True
CHEMBL236_Ki,110,calibration,27,83,True
CHEMBL236_Ki,112,test,13,57,True
CHEMBL236_Ki,111,calibration,4,67,True
CHEMBL236_Ki,115,calibration,16,106,True
CHEMBL236_Ki,118,calibration,4,64,True
CHEMBL236_Ki,120,test,28,93,True
CHEMBL236_Ki,122,test,14,86,True
CHEMBL236_Ki,127,test,4,38,True
CHEMBL236_Ki,125,calibration,17,49,True
CHEMBL236_Ki,128,test,15,93,True
CHEMBL236_Ki,129,test,8,50,True
CHEMBL236_Ki,135,test,15,77,True
CHEMBL236_Ki,136,test,22,131,True
CHEMBL236_Ki,137,test,17,99,True
CHEMBL236_Ki,141,calibration,11,73,True
CHEMBL236_Ki,142,test,11,77,True
CHEMBL236_Ki,143,test,24,76,True
CHEMBL236_Ki,140,test,20,62,True
CHEMBL236_Ki,149,test,5,73,True
CHEMBL236_Ki,151,calibration,10,68,True
CHEMBL236_Ki,153,calibration,11,59,True
CHEMBL236_Ki,138,test,20,62,True
CHEMBL237_EC50,0,calibration,4,52,True
CHEMBL237_EC50,1,test,14,46,True
CHEMBL237_EC50,3,test,7,66,True
CHEMBL237_EC50,6,test,5,61,True
CHEMBL237_EC50,7,test,5,65,True
CHEMBL237_EC50,8,test,8,40,True
CHEMBL237_EC50,11,test,17,59,True
CHEMBL237_EC50,19,test,11,71,True
CHEMBL237_EC50,20,calibration,6,120,True
CHEMBL237_EC50,21,test,6,54,True
CHEMBL237_EC50,23,test,20,64,True
CHEMBL237_EC50,26,calibration,18,52,True
CHEMBL237_EC50,28,calibration,14,68,True
CHEMBL237_EC50,32,test,14,64,True
CHEMBL237_EC50,36,calibration,14,44,True
CHEMBL237_EC50,38,calibration,7,76,True
CHEMBL237_EC50,39,calibration,23,71,True
CHEMBL237_EC50,42,test,10,58,True
CHEMBL237_EC50,43,calibration,9,53,True
CHEMBL237_EC50,44,test,15,57,True
CHEMBL237_EC50,47,calibration,9,61,True
CHEMBL237_EC50,48,test,9,65,True
CHEMBL237_EC50,52,test,23,79,True
CHEMBL237_EC50,53,test,7,60,True
CHEMBL237_EC50,9,calibration,5,69,True
CHEMBL237_EC50,54,test,21,57,True
CHEMBL237_EC50,57,test,13,49,True
CHEMBL237_EC50,58,calibration,11,53,True
CHEMBL237_EC50,25,calibration,14,76,True
CHEMBL237_EC50,62,calibration,3,75,True
CHEMBL237_EC50,63,calibration,24,88,True
CHEMBL237_EC50,65,test,10,100,True
CHEMBL237_EC50,68,calibration,12,61,True
CHEMBL237_EC50,29,calibration,9,75,True
CHEMBL237_EC50,71,calibration,21,88,True
CHEMBL237_Ki,3,calibration,8,96,True
CHEMBL237_Ki,10,test,8,38,True
CHEMBL237_Ki,18,calibration,9,51,True
CHEMBL237_Ki,20,calibration,9,51,True
CHEMBL237_Ki,23,calibration,3,71,True
CHEMBL237_Ki,26,calibration,4,67,True
CHEMBL237_Ki,27,test,8,46,True
CHEMBL237_Ki,28,calibration,12,60,True
CHEMBL237_Ki,33,test,14,76,True
CHEMBL237_Ki,35,calibration,12,54,True
CHEMBL237_Ki,38,test,13,65,True
CHEMBL237_Ki,41,test,4,83,True
CHEMBL237_Ki,43,test,10,70,True
CHEMBL237_Ki,45,test,4,56,True
CHEMBL237_Ki,46,calibration,5,47,True
CHEMBL237_Ki,47,calibration,19,75,True
CHEMBL237_Ki,54,test,6,54,True
CHEMBL237_Ki,55,calibration,9,55,True
CHEMBL237_Ki,59,calibration,5,45,True
CHEMBL237_Ki,63,calibration,8,53,True
CHEMBL237_Ki,72,test,15,56,True
CHEMBL237_Ki,73,calibration,8,62,True
CHEMBL237_Ki,53,test,13,66,True
CHEMBL237_Ki,74,test,4,53,True
CHEMBL237_Ki,78,calibration,15,67,True
CHEMBL237_Ki,84,calibration,10,48,True
CHEMBL237_Ki,85,test,14,76,True
CHEMBL237_Ki,86,test,18,48,True
CHEMBL237_Ki,80,calibration,12,42,True
CHEMBL237_Ki,87,test,16,66,True
CHEMBL237_Ki,88,calibration,16,62,True
CHEMBL237_Ki,89,calibration,7,64,True
CHEMBL237_Ki,91,calibration,20,78,True
CHEMBL237_Ki,90,calibration,11,75,True
CHEMBL237_Ki,93,test,8,66,True
CHEMBL237_Ki,79,test,20,72,True
CHEMBL237_Ki,94,test,8,88,True
CHEMBL237_Ki,99,test,18,57,True
CHEMBL237_Ki,102,calibration,12,68,True
CHEMBL237_Ki,103,calibration,10,40,True
CHEMBL237_Ki,12,test,4,54,True
CHEMBL237_Ki,104,calibration,17,63,True
CHEMBL237_Ki,107,test,16,58,True
CHEMBL237_Ki,108,test,7,71,True
CHEMBL237_Ki,111,test,7,72,True
CHEMBL237_Ki,112,test,5,45,True
CHEMBL237_Ki,114,test,11,77,True
CHEMBL237_Ki,116,test,13,53,True
CHEMBL237_Ki,115,calibration,17,49,True
CHEMBL237_Ki,119,calibration,13,53,True
CHEMBL237_Ki,120,test,8,98,True
CHEMBL237_Ki,121,calibration,16,55,True
CHEMBL237_Ki,122,calibration,4,67,True
CHEMBL237_Ki,117,test,25,71,True
CHEMBL237_Ki,127,test,19,79,True
CHEMBL237_Ki,130,test,10,66,True
CHEMBL237_Ki,128,test,15,77,True
CHEMBL237_Ki,131,calibration,13,69,True
CHEMBL237_Ki,132,calibration,10,62,True
CHEMBL237_Ki,133,calibration,8,72,True
CHEMBL237_Ki,134,test,11,65,True
CHEMBL237_Ki,138,test,20,77,True
CHEMBL237_Ki,139,calibration,19,72,True
CHEMBL237_Ki,141,test,22,52,True
CHEMBL237_Ki,143,test,9,67,True
CHEMBL237_Ki,150,calibration,12,66,True
CHEMBL237_Ki,152,test,5,77,True
CHEMBL237_Ki,153,calibration,24,90,True
CHEMBL237_Ki,146,test,8,74,True
CHEMBL237_Ki,157,calibration,7,59,True
CHEMBL237_Ki,158,test,15,73,True
CHEMBL237_Ki,159,test,16,84,True
CHEMBL237_Ki,161,test,16,62,True
CHEMBL237_Ki,162,test,4,89,True
CHEMBL237_Ki,163,calibration,14,63,True
CHEMBL237_Ki,110,calibration,13,93,True
CHEMBL238_Ki,1,test,9,39,True
CHEMBL238_Ki,3,test,38,65,True
CHEMBL238_Ki,4,calibration,8,42,True
CHEMBL238_Ki,5,test,11,49,True
CHEMBL238_Ki,8,calibration,12,43,True
CHEMBL238_Ki,9,calibration,21,69,True
CHEMBL238_Ki,12,calibration,13,45,True
CHEMBL238_Ki,11,calibration,9,37,True
CHEMBL238_Ki,14,calibration,4,73,True
CHEMBL238_Ki,16,test,13,60,True
CHEMBL238_Ki,17,calibration,8,60,True
CHEMBL238_Ki,18,test,8,56,True
CHEMBL238_Ki,20,test,8,40,True
CHEMBL238_Ki,23,test,16,44,True
CHEMBL238_Ki,27,test,13,59,True
CHEMBL238_Ki,30,calibration,8,68,True
CHEMBL238_Ki,32,calibration,3,49,True
CHEMBL238_Ki,34,test,10,50,True
CHEMBL238_Ki,35,calibration,11,41,True
CHEMBL238_Ki,36,test,11,41,True
CHEMBL238_Ki,37,calibration,11,41,True
CHEMBL238_Ki,38,test,4,36,True
CHEMBL238_Ki,42,test,10,42,True
CHEMBL238_Ki,47,test,8,36,True
CHEMBL238_Ki,49,calibration,10,36,True
CHEMBL238_Ki,52,test,11,43,True
CHEMBL238_Ki,55,test,11,43,True
CHEMBL238_Ki,56,calibration,21,43,True
CHEMBL238_Ki,58,test,4,51,True
CHEMBL238_Ki,59,calibration,4,51,True
CHEMBL238_Ki,61,calibration,8,54,True
CHEMBL238_Ki,62,calibration,4,42,True
CHEMBL238_Ki,63,test,12,49,True
CHEMBL238_Ki,64,test,4,45,True
CHEMBL238_Ki,67,calibration,11,39,True
CHEMBL238_Ki,68,calibration,5,47,True
CHEMBL238_Ki,70,test,14,40,True
CHEMBL239_EC50,1,test,15,59,True
CHEMBL239_EC50,2,test,34,58,True
CHEMBL239_EC50,3,calibration,27,67,True
CHEMBL239_EC50,5,calibration,13,58,True
CHEMBL239_EC50,7,test,4,72,True
CHEMBL239_EC50,14,test,11,65,True
CHEMBL239_EC50,16,test,25,67,True
CHEMBL239_EC50,17,calibration,28,84,True
CHEMBL239_EC50,18,test,16,73,True
CHEMBL239_EC50,19,calibration,16,57,True
CHEMBL239_EC50,22,test,10,60,True
CHEMBL239_EC50,24,test,27,57,True
CHEMBL239_EC50,25,test,5,68,True
CHEMBL239_EC50,26,test,35,65,True
CHEMBL239_EC50,28,calibration,4,41,True
CHEMBL239_EC50,29,test,12,40,True
CHEMBL239_EC50,30,test,14,44,True
CHEMBL239_EC50,31,calibration,10,68,True
CHEMBL239_EC50,33,calibration,18,65,True
CHEMBL239_EC50,35,test,20,72,True
CHEMBL239_EC50,36,calibration,11,61,True
CHEMBL239_EC50,37,test,10,72,True
CHEMBL239_EC50,38,test,10,78,True
CHEMBL239_EC50,40,test,5,66,True
CHEMBL239_EC50,41,calibration,22,65,True
CHEMBL239_EC50,48,test,21,75,True
CHEMBL239_EC50,52,test,19,65,True
CHEMBL239_EC50,51,calibration,3,63,True
CHEMBL239_EC50,4,calibration,6,64,True
CHEMBL239_EC50,57,test,18,65,True
CHEMBL239_EC50,59,calibration,39,79,True
CHEMBL239_EC50,63,calibration,27,61,True
CHEMBL239_EC50,64,calibration,31,65,True
CHEMBL239_EC50,65,calibration,13,61,True
CHEMBL239_EC50,66,test,20,55,True
CHEMBL239_EC50,68,test,9,78,True
CHEMBL239_EC50,71,calibration,12,82,True
CHEMBL239_EC50,75,test,14,74,True
CHEMBL239_EC50,10,calibration,21,63,True
CHEMBL239_EC50,82,calibration,26,64,True
CHEMBL239_EC50,85,test,9,63,True
CHEMBL239_EC50,88,calibration,14,59,True
CHEMBL239_EC50,91,test,12,52,True
CHEMBL239_EC50,92,calibration,9,35,True
CHEMBL239_EC50,93,calibration,4,57,True
CHEMBL239_EC50,96,calibration,38,84,True
CHEMBL239_EC50,72,calibration,17,76,True
CHEMBL239_EC50,98,calibration,8,65,True
CHEMBL239_EC50,102,test,13,76,True
CHEMBL239_EC50,103,calibration,14,66,True
CHEMBL239_EC50,106,calibration,10,69,True
CHEMBL239_EC50,107,test,16,48,True
CHEMBL239_EC50,112,calibration,4,34,True
CHEMBL239_EC50,114,test,19,61,True
CHEMBL239_EC50,115,test,7,52,True
CHEMBL239_EC50,117,calibration,8,64,True
CHEMBL239_EC50,118,test,13,77,True
CHEMBL239_EC50,119,calibration,11,71,True
CHEMBL239_EC50,74,test,25,79,True
CHEMBL239_EC50,120,calibration,4,63,True
CHEMBL239_EC50,122,calibration,21,65,True
CHEMBL239_EC50,124,test,27,59,True
CHEMBL239_EC50,126,test,13,55,True
CHEMBL239_EC50,127,test,4,55,True
CHEMBL239_EC50,128,calibration,16,54,True
CHEMBL244_Ki,2,test,30,58,True
CHEMBL244_Ki,5,calibration,26,67,True
CHEMBL244_Ki,8,calibration,12,80,True
CHEMBL244_Ki,9,calibration,13,61,True
CHEMBL244_Ki,3,test,15,82,True
CHEMBL244_Ki,0,calibration,22,72,True
CHEMBL244_Ki,1,calibration,17,72,True
CHEMBL244_Ki,11,calibration,12,80,True
CHEMBL244_Ki,13,calibration,48,64,True
CHEMBL244_Ki,19,calibration,20,62,True
CHEMBL244_Ki,21,calibration,16,69,True
CHEMBL244_Ki,25,test,22,60,True
CHEMBL244_Ki,30,calibration,8,64,True
CHEMBL244_Ki,32,test,20,45,True
CHEMBL244_Ki,33,calibration,4,41,True
CHEMBL244_Ki,35,test,13,77,True
CHEMBL244_Ki,36,test,12,67,True
CHEMBL244_Ki,37,test,20,80,True
CHEMBL244_Ki,40,calibration,19,67,True
CHEMBL244_Ki,41,calibration,21,73,True
CHEMBL244_Ki,38,test,5,70,True
CHEMBL244_Ki,42,calibration,19,49,True
CHEMBL244_Ki,48,calibration,10,42,True
CHEMBL244_Ki,49,calibration,8,52,True
CHEMBL244_Ki,50,test,29,64,True
CHEMBL244_Ki,12,calibration,32,58,True
CHEMBL244_Ki,55,test,4,63,True
CHEMBL244_Ki,59,calibration,8,82,True
CHEMBL244_Ki,65,calibration,4,73,True
CHEMBL244_Ki,67,test,8,56,True
CHEMBL244_Ki,69,calibration,16,66,True
CHEMBL244_Ki,72,calibration,8,60,True
CHEMBL244_Ki,68,test,18,68,True
CHEMBL244_Ki,73,test,10,48,True
CHEMBL244_Ki,46,calibration,4,65,True
CHEMBL244_Ki,77,test,13,75,True
CHEMBL244_Ki,74,test,8,66,True
CHEMBL244_Ki,81,calibration,33,77,True
CHEMBL244_Ki,82,calibration,5,65,True
CHEMBL244_Ki,84,calibration,18,55,True
CHEMBL244_Ki,86,calibration,16,66,True
CHEMBL244_Ki,87,test,22,58,True
CHEMBL244_Ki,90,test,12,58,True
CHEMBL244_Ki,92,test,4,71,True
CHEMBL244_Ki,93,test,7,65,True
CHEMBL244_Ki,95,test,11,77,True
CHEMBL244_Ki,97,calibration,14,76,True
CHEMBL244_Ki,100,test,28,70,True
CHEMBL244_Ki,105,calibration,14,72,True
CHEMBL244_Ki,104,calibration,19,68,True
CHEMBL244_Ki,107,test,20,74,True
CHEMBL244_Ki,108,test,15,78,True
CHEMBL244_Ki,110,calibration,8,68,True
CHEMBL244_Ki,114,test,4,47,True
CHEMBL244_Ki,115,calibration,9,83,True
CHEMBL244_Ki,116,test,20,62,True
CHEMBL244_Ki,121,test,27,82,True
CHEMBL244_Ki,6,test,18,75,True
CHEMBL244_Ki,122,calibration,27,93,True
CHEMBL244_Ki,124,calibration,15,80,True
CHEMBL244_Ki,125,calibration,12,78,True
CHEMBL244_Ki,126,test,8,56,True
CHEMBL244_Ki,129,calibration,20,72,True
CHEMBL244_Ki,130,test,23,74,True
CHEMBL244_Ki,135,calibration,11,69,True
CHEMBL244_Ki,137,calibration,30,60,True
CHEMBL244_Ki,118,test,8,80,True
CHEMBL244_Ki,142,calibration,4,77,True
CHEMBL244_Ki,143,calibration,21,73,True
CHEMBL244_Ki,146,calibration,4,63,True
CHEMBL244_Ki,148,test,10,68,True
CHEMBL244_Ki,153,test,14,72,True
CHEMBL244_Ki,154,calibration,43,91,True
CHEMBL244_Ki,149,test,21,69,True
CHEMBL244_Ki,155,test,15,71,True
CHEMBL244_Ki,157,test,16,70,True
CHEMBL244_Ki,159,test,20,74,True
CHEMBL244_Ki,162,test,3,59,True
CHEMBL244_Ki,163,test,8,50,True
CHEMBL244_Ki,164,test,19,81,True
CHEMBL244_Ki,168,test,21,75,True
CHEMBL244_Ki,141,test,14,76,True
CHEMBL244_Ki,169,test,17,67,True
CHEMBL244_Ki,170,calibration,31,65,True
CHEMBL244_Ki,171,test,10,68,True
CHEMBL244_Ki,172,test,4,59,True
CHEMBL244_Ki,173,test,4,84,True
CHEMBL244_Ki,174,calibration,10,51,True
CHEMBL244_Ki,175,test,14,60,True
CHEMBL244_Ki,180,calibration,23,75,True
CHEMBL244_Ki,182,test,20,62,True
CHEMBL244_Ki,183,test,12,56,True
CHEMBL244_Ki,185,calibration,4,70,True
CHEMBL244_Ki,186,calibration,4,79,True
CHEMBL244_Ki,189,test,17,99,True
CHEMBL244_Ki,190,calibration,12,76,True
CHEMBL244_Ki,192,calibration,15,83,True
CHEMBL244_Ki,194,test,4,67,True
CHEMBL244_Ki,196,calibration,18,69,True
CHEMBL244_Ki,199,calibration,13,61,True
CHEMBL244_Ki,200,test,21,95,True
CHEMBL244_Ki,202,test,14,62,True
CHEMBL244_Ki,203,calibration,4,58,True
CHEMBL262_Ki,0,test,15,53,True
CHEMBL262_Ki,1,calibration,15,57,True
CHEMBL262_Ki,2,calibration,38,46,True
CHEMBL262_Ki,3,test,5,54,True
CHEMBL262_Ki,5,test,9,59,True
CHEMBL262_Ki,6,test,9,67,True
CHEMBL262_Ki,12,test,22,44,True
CHEMBL262_Ki,13,calibration,5,48,True
CHEMBL262_Ki,14,test,5,50,True
CHEMBL262_Ki,15,test,10,48,True
CHEMBL262_Ki,17,test,3,33,True
CHEMBL262_Ki,18,calibration,27,29,True
CHEMBL262_Ki,21,test,8,48,True
CHEMBL262_Ki,24,calibration,12,47,True
CHEMBL262_Ki,31,calibration,8,56,True
CHEMBL262_Ki,33,calibration,13,62,True
CHEMBL262_Ki,23,calibration,9,39,True
CHEMBL262_Ki,34,test,31,35,True
CHEMBL262_Ki,36,calibration,28,38,True
CHEMBL262_Ki,37,calibration,18,46,True
CHEMBL262_Ki,38,test,14,48,True
CHEMBL262_Ki,25,test,9,56,True
CHEMBL262_Ki,43,test,7,58,True
CHEMBL262_Ki,46,calibration,14,60,True
CHEMBL264_Ki,9,calibration,11,49,True
CHEMBL264_Ki,5,calibration,16,54,True
CHEMBL264_Ki,8,test,32,48,True
CHEMBL264_Ki,12,test,11,43,True
CHEMBL264_Ki,19,test,22,87,True
CHEMBL264_Ki,21,test,9,59,True
CHEMBL264_Ki,23,calibration,9,57,True
CHEMBL264_Ki,24,calibration,12,44,True
CHEMBL264_Ki,25,test,14,48,True
CHEMBL264_Ki,28,calibration,26,62,True
CHEMBL264_Ki,30,test,32,44,True
CHEMBL264_Ki,31,calibration,4,53,True
CHEMBL264_Ki,35,calibration,11,45,True
CHEMBL264_Ki,36,test,43,49,True
CHEMBL264_Ki,38,test,18,26,True
