dataset,component_id,left_unique_matched_atom_sets,right_unique_matched_atom_sets,mapping_combinations_evaluated,left_matches_truncated,right_matches_truncated,combination_truncated,chosen_left_recovered,chosen_right_recovered,positive_atom_count_min,positive_atom_count_max,positive_atom_set_ambiguous
CHEMBL239_EC50,66,1,1,1,False,False,False,True,True,5,5,False
CHEMBL239_EC50,68,1,1,1,False,False,False,True,True,4,4,False
CHEMBL239_EC50,74,1,1,1,False,False,False,True,True,7,7,False
CHEMBL239_EC50,75,1,1,1,False,False,False,True,True,0,0,False
CHEMBL239_EC50,85,1,1,1,False,False,False,True,True,3,3,False
CHEMBL239_EC50,91,1,1,1,False,False,False,True,True,2,2,False
CHEMBL239_EC50,102,1,1,1,False,False,False,True,True,4,4,False
CHEMBL239_EC50,107,1,1,1,False,False,False,True,True,4,4,False
CHEMBL239_EC50,114,1,1,1,False,False,False,True,True,1,1,False
CHEMBL239_EC50,115,1,2,2,False,False,False,True,True,2,2,True
CHEMBL239_EC50,118,1,1,1,False,False,False,True,True,1,1,False
CHEMBL239_EC50,124,1,1,1,False,False,False,True,True,9,9,False
CHEMBL239_EC50,126,1,1,1,False,False,False,True,True,1,1,False
CHEMBL239_EC50,127,1,1,1,False,False,False,True,True,1,1,False
CHEMBL244_Ki,2,2,1,2,False,False,False,True,True,6,6,True
CHEMBL244_Ki,3,1,1,1,False,False,False,True,True,4,4,False
CHEMBL244_Ki,6,1,1,1,False,False,False,True,True,11,11,False
CHEMBL244_Ki,25,1,1,1,False,False,False,True,True,6,6,False
CHEMBL244_Ki,32,1,1,1,False,False,False,True,True,5,5,False
CHEMBL244_Ki,35,1,1,1,False,False,False,True,True,9,9,False
CHEMBL244_Ki,36,1,1,1,False,False,False,True,True,5,5,False
CHEMBL244_Ki,37,1,1,1,False,False,False,True,True,0,0,False
CHEMBL244_Ki,38,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,50,1,1,1,False,False,False,True,True,8,8,False
CHEMBL244_Ki,55,1,1,1,False,False,False,True,True,1,1,False
CHEMBL244_Ki,67,1,1,1,False,False,False,True,True,0,0,False
CHEMBL244_Ki,68,1,1,1,False,False,False,True,True,6,6,False
CHEMBL244_Ki,73,1,1,1,False,False,False,True,True,0,0,False
CHEMBL244_Ki,74,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,77,1,1,1,False,False,False,True,True,5,5,False
CHEMBL244_Ki,87,1,2,2,False,False,False,True,True,12,12,True
CHEMBL244_Ki,90,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,92,1,1,1,False,False,False,True,True,1,1,False
CHEMBL244_Ki,93,1,1,1,False,False,False,True,True,3,3,False
CHEMBL244_Ki,95,1,1,1,False,False,False,True,True,1,1,False
CHEMBL244_Ki,100,1,1,1,False,False,False,True,True,6,6,False
CHEMBL244_Ki,107,1,1,1,False,False,False,True,True,16,16,False
CHEMBL244_Ki,108,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,114,2,1,2,False,False,False,True,True,1,1,True
CHEMBL244_Ki,116,1,1,1,False,False,False,True,True,12,12,False
CHEMBL244_Ki,118,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,121,6,1,6,False,False,False,True,True,4,4,True
CHEMBL244_Ki,126,1,1,1,False,False,False,True,True,0,0,False
CHEMBL244_Ki,130,1,1,1,False,False,False,True,True,6,6,False
CHEMBL244_Ki,141,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,148,1,1,1,False,False,False,True,True,6,6,False
CHEMBL244_Ki,149,1,1,1,False,False,False,True,True,13,13,False
CHEMBL244_Ki,153,1,1,1,False,False,False,True,True,6,6,False
CHEMBL244_Ki,155,1,1,1,False,False,False,True,True,5,5,False
CHEMBL244_Ki,157,1,1,1,False,False,False,True,True,8,8,False
CHEMBL244_Ki,159,1,1,1,False,False,False,True,True,14,14,False
CHEMBL244_Ki,162,1,1,1,False,False,False,True,True,1,1,False
CHEMBL244_Ki,163,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,164,1,1,1,False,False,False,True,True,15,15,False
CHEMBL244_Ki,168,2,1,2,False,False,False,True,True,7,7,True
CHEMBL244_Ki,169,1,1,1,False,False,False,True,True,9,9,False
CHEMBL244_Ki,171,1,1,1,False,False,False,True,True,0,0,False
CHEMBL244_Ki,172,2,1,2,False,False,False,True,True,1,1,True
CHEMBL244_Ki,173,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,175,1,1,1,False,False,False,True,True,2,2,False
CHEMBL244_Ki,182,1,1,1,False,False,False,True,True,6,6,False
CHEMBL244_Ki,183,1,1,1,False,False,False,True,True,0,0,False
CHEMBL244_Ki,189,1,1,1,False,False,False,True,True,9,9,False
CHEMBL244_Ki,194,1,1,1,False,False,False,True,True,1,1,False
CHEMBL244_Ki,200,1,1,1,False,False,False,True,True,17,17,False
CHEMBL244_Ki,202,2,1,2,False,False,False,True,True,6,6,True
CHEMBL262_Ki,0,1,1,1,False,False,False,True,True,9,9,False
CHEMBL262_Ki,3,1,1,1,False,False,False,True,True,2,2,False
CHEMBL262_Ki,5,1,1,1,False,False,False,True,True,3,3,False
CHEMBL262_Ki,6,1,1,1,False,False,False,True,True,3,3,False
CHEMBL262_Ki,12,1,1,1,False,False,False,True,True,0,0,False
CHEMBL262_Ki,14,1,1,1,False,False,False,True,True,2,2,False
CHEMBL262_Ki,15,1,1,1,False,False,False,True,True,4,4,False
CHEMBL262_Ki,17,1,1,1,False,False,False,True,True,1,1,False
CHEMBL262_Ki,21,1,1,1,False,False,False,True,True,2,2,False
CHEMBL262_Ki,25,1,1,1,False,False,False,True,True,4,4,False
CHEMBL262_Ki,34,1,1,1,False,False,False,True,True,15,15,False
CHEMBL262_Ki,38,1,1,1,False,False,False,True,True,0,0,False
CHEMBL262_Ki,43,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,8,1,1,1,False,False,False,True,True,18,18,False
CHEMBL264_Ki,12,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,19,1,1,1,False,False,False,True,True,5,5,False
CHEMBL264_Ki,20,1,1,1,False,False,False,True,True,0,0,False
CHEMBL264_Ki,21,2,2,4,False,False,False,True,True,3,3,True
CHEMBL264_Ki,25,1,1,1,False,False,False,True,True,10,10,False
CHEMBL264_Ki,30,1,1,1,False,False,False,True,True,20,20,False
CHEMBL264_Ki,36,2,1,2,False,False,False,True,True,19,19,True
CHEMBL264_Ki,38,1,1,1,False,False,False,True,True,14,14,False
CHEMBL264_Ki,49,2,1,2,False,False,False,True,True,21,21,True
CHEMBL264_Ki,52,1,1,1,False,False,False,True,True,6,6,False
CHEMBL264_Ki,55,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,57,1,1,1,False,False,False,True,True,7,7,False
CHEMBL264_Ki,59,4,1,4,False,False,False,True,True,2,2,True
CHEMBL264_Ki,64,1,1,1,False,False,False,True,True,9,9,False
CHEMBL264_Ki,66,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,80,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,81,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,82,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,91,1,1,1,False,False,False,True,True,4,4,False
CHEMBL264_Ki,96,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,98,1,1,1,False,False,False,True,True,5,5,False
CHEMBL264_Ki,100,1,1,1,False,False,False,True,True,3,3,False
CHEMBL264_Ki,106,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,107,1,1,1,False,False,False,True,True,4,4,False
CHEMBL264_Ki,108,1,1,1,False,False,False,True,True,8,8,False
CHEMBL264_Ki,113,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,114,1,1,1,False,False,False,True,True,15,15,False
CHEMBL264_Ki,115,2,1,2,False,False,False,True,True,14,14,True
CHEMBL264_Ki,131,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,132,1,1,1,False,False,False,True,True,0,0,False
CHEMBL264_Ki,133,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,134,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,136,1,1,1,False,False,False,True,True,6,6,False
CHEMBL264_Ki,144,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,145,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,149,1,1,1,False,False,False,True,True,31,31,False
CHEMBL264_Ki,155,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,158,2,1,2,False,False,False,True,True,16,16,True
CHEMBL264_Ki,163,1,2,2,False,False,False,True,True,11,11,True
CHEMBL264_Ki,170,1,1,1,False,False,False,True,True,2,2,False
CHEMBL264_Ki,176,2,1,2,False,False,False,True,True,2,2,True
CHEMBL264_Ki,183,2,1,2,False,False,False,True,True,5,5,True
CHEMBL264_Ki,184,1,1,1,False,False,False,True,True,7,7,False
CHEMBL264_Ki,186,1,1,1,False,False,False,True,True,1,1,False
CHEMBL264_Ki,187,1,1,1,False,False,False,True,True,2,2,False
CHEMBL2835_Ki,2,1,1,1,False,False,False,True,True,2,2,False
CHEMBL2835_Ki,7,1,1,1,False,False,False,True,True,3,3,False
CHEMBL2835_Ki,8,4,1,4,False,False,False,True,True,4,4,True
CHEMBL2835_Ki,13,1,1,1,False,False,False,True,True,11,11,False
CHEMBL2835_Ki,18,1,1,1,False,False,False,True,True,3,3,False
CHEMBL287_Ki,2,1,1,1,False,False,False,True,True,1,1,False
CHEMBL287_Ki,9,1,1,1,False,False,False,True,True,7,7,False
CHEMBL287_Ki,12,1,1,1,False,False,False,True,True,13,13,False
CHEMBL287_Ki,18,1,1,1,False,False,False,True,True,3,3,False
CHEMBL287_Ki,19,1,1,1,False,False,False,True,True,1,1,False
CHEMBL287_Ki,22,2,1,2,False,False,False,True,True,7,7,True
CHEMBL287_Ki,26,1,1,1,False,False,False,True,True,3,3,False
CHEMBL287_Ki,27,1,1,1,False,False,False,True,True,2,2,False
CHEMBL287_Ki,28,1,1,1,False,False,False,True,True,10,10,False
CHEMBL287_Ki,32,1,1,1,False,False,False,True,True,3,3,False
CHEMBL287_Ki,35,1,1,1,False,False,False,True,True,3,3,False
CHEMBL287_Ki,40,1,1,1,False,False,False,True,True,1,1,False
CHEMBL287_Ki,43,1,1,1,False,False,False,True,True,6,6,False
CHEMBL287_Ki,51,1,1,1,False,False,False,True,True,14,14,False
CHEMBL287_Ki,66,1,1,1,False,False,False,True,True,12,12,False
CHEMBL287_Ki,68,1,1,1,False,False,False,True,True,3,3,False
CHEMBL287_Ki,74,1,1,1,False,False,False,True,True,12,12,False
CHEMBL287_Ki,82,1,1,1,False,False,False,True,True,4,4,False
CHEMBL287_Ki,83,1,1,1,False,False,False,True,True,5,5,False
CHEMBL287_Ki,84,1,2,2,False,False,False,True,True,2,2,True
CHEMBL287_Ki,85,1,1,1,False,False,False,True,True,7,7,False
CHEMBL287_Ki,89,2,1,2,False,False,False,True,True,4,4,True
CHEMBL287_Ki,93,1,2,2,False,False,False,True,True,2,2,True
CHEMBL287_Ki,96,1,1,1,False,False,False,True,True,10,10,False
CHEMBL287_Ki,97,1,1,1,False,False,False,True,True,11,11,False
CHEMBL287_Ki,101,1,1,1,False,False,False,True,True,4,4,False
CHEMBL2971_Ki,4,1,1,1,False,False,False,True,True,3,3,False
CHEMBL2971_Ki,8,1,1,1,False,False,False,True,True,19,19,False
CHEMBL2971_Ki,11,1,2,2,False,False,False,True,True,2,2,True
CHEMBL2971_Ki,15,1,1,1,False,False,False,True,True,0,0,False
CHEMBL2971_Ki,17,1,1,1,False,False,False,True,True,9,9,False
CHEMBL2971_Ki,20,1,1,1,False,False,False,True,True,0,0,False
CHEMBL2971_Ki,22,1,1,1,False,False,False,True,True,5,5,False
CHEMBL2971_Ki,23,1,1,1,False,False,False,True,True,2,2,False
CHEMBL2971_Ki,30,1,1,1,False,False,False,True,True,2,2,False
CHEMBL2971_Ki,32,2,1,2,False,False,False,True,True,21,21,True
CHEMBL2971_Ki,34,1,1,1,False,False,False,True,True,12,12,False
CHEMBL3979_EC50,0,1,1,1,False,False,False,True,True,2,2,False
CHEMBL3979_EC50,4,1,1,1,False,False,False,True,True,4,4,False
CHEMBL3979_EC50,13,1,1,1,False,False,False,True,True,2,2,False
CHEMBL3979_EC50,16,1,2,2,False,False,False,True,True,3,3,True
CHEMBL3979_EC50,18,1,1,1,False,False,False,True,True,2,2,False
CHEMBL3979_EC50,21,1,1,1,False,False,False,True,True,2,2,False
CHEMBL3979_EC50,24,1,1,1,False,False,False,True,True,8,8,False
CHEMBL3979_EC50,26,1,1,1,False,False,False,True,True,0,0,False
CHEMBL3979_EC50,34,1,1,1,False,False,False,True,True,4,4,False
CHEMBL3979_EC50,35,1,1,1,False,False,False,True,True,1,1,False
CHEMBL3979_EC50,38,1,1,1,False,False,False,True,True,2,2,False
CHEMBL3979_EC50,40,1,1,1,False,False,False,True,True,3,3,False
CHEMBL3979_EC50,43,1,1,1,False,False,False,True,True,4,4,False
CHEMBL3979_EC50,60,1,1,1,False,False,False,True,True,2,2,False
CHEMBL3979_EC50,63,1,1,1,False,False,False,True,True,5,5,False
CHEMBL3979_EC50,65,1,1,1,False,False,False,True,True,3,3,False
CHEMBL3979_EC50,66,1,1,1,False,False,False,True,True,6,6,False
CHEMBL4005_Ki,0,1,1,1,False,False,False,True,True,5,5,False
CHEMBL4005_Ki,4,1,1,1,False,False,False,True,True,3,3,False
CHEMBL4005_Ki,6,1,1,1,False,False,False,True,True,3,3,False
CHEMBL4005_Ki,12,1,1,1,False,False,False,True,True,8,8,False
CHEMBL4005_Ki,17,1,1,1,False,False,False,True,True,8,8,False
CHEMBL4005_Ki,20,1,1,1,False,False,False,True,True,1,1,False
CHEMBL4005_Ki,24,1,1,1,False,False,False,True,True,5,5,False
CHEMBL4005_Ki,29,1,1,1,False,False,False,True,True,9,9,False
CHEMBL4005_Ki,38,2,1,2,False,False,False,True,True,8,8,True
CHEMBL4005_Ki,39,1,1,1,False,False,False,True,True,1,1,False
CHEMBL4005_Ki,43,1,1,1,False,False,False,True,True,3,3,False
CHEMBL4005_Ki,46,1,1,1,False,False,False,True,True,14,14,False
CHEMBL4005_Ki,56,1,1,1,False,False,False,True,True,13,13,False
CHEMBL4005_Ki,57,1,1,1,False,False,False,True,True,2,2,False
CHEMBL4005_Ki,59,1,1,1,False,False,False,True,True,4,4,False
CHEMBL4005_Ki,62,3,1,3,False,False,False,True,True,14,14,True
CHEMBL4005_Ki,67,1,1,1,False,False,False,True,True,1,1,False
CHEMBL4203_Ki,4,1,1,1,False,False,False,True,True,1,1,False
CHEMBL4203_Ki,5,1,1,1,False,False,False,True,True,0,0,False
CHEMBL4203_Ki,7,1,1,1,False,False,False,True,True,14,14,False
CHEMBL4203_Ki,17,1,1,1,False,False,False,True,True,3,3,False
CHEMBL4203_Ki,21,1,1,1,False,False,False,True,True,14,14,False
CHEMBL4203_Ki,24,1,1,1,False,False,False,True,True,2,2,False
CHEMBL4616_EC50,2,1,1,1,False,False,False,True,True,5,5,False
CHEMBL4616_EC50,7,1,1,1,False,False,False,True,True,2,2,False
CHEMBL4616_EC50,13,1,1,1,False,False,False,True,True,4,4,False
CHEMBL4616_EC50,14,1,1,1,False,False,False,True,True,7,7,False
CHEMBL4616_EC50,23,1,1,1,False,False,False,True,True,4,4,False
CHEMBL4616_EC50,31,1,1,1,False,False,False,True,True,2,2,False
CHEMBL4616_EC50,34,1,1,1,False,False,False,True,True,0,0,False
CHEMBL4616_EC50,35,1,1,1,False,False,False,True,True,1,1,False
CHEMBL4616_EC50,37,1,1,1,False,False,False,True,True,11,11,False
CHEMBL4792_Ki,3,1,1,1,False,False,False,True,True,0,0,False
CHEMBL4792_Ki,4,1,1,1,False,False,False,True,True,1,1,False
CHEMBL4792_Ki,6,1,1,1,False,False,False,True,True,8,8,False
CHEMBL4792_Ki,8,1,1,1,False,False,False,True,True,1,1,False
CHEMBL4792_Ki,13,1,1,1,False,False,False,True,True,3,3,False
CHEMBL4792_Ki,19,1,1,1,False,False,False,True,True,3,3,False
CHEMBL4792_Ki,20,1,1,1,False,False,False,True,True,4,4,False
CHEMBL4792_Ki,21,1,1,1,False,False,False,True,True,16,16,False
CHEMBL4792_Ki,31,1,1,1,False,False,False,True,True,6,6,False
CHEMBL4792_Ki,32,1,1,1,False,False,False,True,True,15,15,False
CHEMBL4792_Ki,37,1,1,1,False,False,False,True,True,9,9,False
CHEMBL4792_Ki,39,1,1,1,False,False,False,True,True,11,11,False
CHEMBL4792_Ki,40,1,1,1,False,False,False,True,True,4,4,False
CHEMBL4792_Ki,44,1,1,1,False,False,False,True,True,13,13,False
CHEMBL4792_Ki,61,1,1,1,False,False,False,True,True,6,6,False
CHEMBL4792_Ki,65,1,1,1,False,False,False,True,True,0,0,False
CHEMBL4792_Ki,72,1,1,1,False,False,False,True,True,0,0,False
CHEMBL4792_Ki,74,1,1,1,False,False,False,True,True,12,12,False
CHEMBL4792_Ki,75,1,1,1,False,False,False,True,True,12,12,False
CHEMBL4792_Ki,77,2,1,2,False,False,False,True,True,9,9,True
CHEMBL4792_Ki,78,1,1,1,False,False,False,True,True,2,2,False
