dataset,component_id,component_split,left_row_id,right_row_id,left_unimol_2d_fallback,right_unimol_2d_fallback,any_unimol_2d_fallback
CHEMBL214_Ki,128,calibration,CHEMBL214_Ki:1505,CHEMBL214_Ki:1522,False,False,False
CHEMBL214_Ki,129,test,CHEMBL214_Ki:1537,CHEMBL214_Ki:1541,False,False,False
CHEMBL214_Ki,130,test,CHEMBL214_Ki:1585,CHEMBL214_Ki:1587,False,False,False
CHEMBL214_Ki,132,test,CHEMBL214_Ki:1616,CHEMBL214_Ki:1653,False,False,False
CHEMBL214_Ki,138,calibration,CHEMBL214_Ki:1796,CHEMBL214_Ki:1798,False,False,False
CHEMBL214_Ki,139,calibration,CHEMBL214_Ki:1799,CHEMBL214_Ki:1802,False,False,False
CHEMBL214_Ki,127,test,CHEMBL214_Ki:1828,CHEMBL214_Ki:1833,False,False,False
CHEMBL214_Ki,145,calibration,CHEMBL214_Ki:1894,CHEMBL214_Ki:1895,False,False,False
CHEMBL214_Ki,154,test,CHEMBL214_Ki:1972,CHEMBL214_Ki:1980,False,False,False
CHEMBL214_Ki,156,test,CHEMBL214_Ki:2011,CHEMBL214_Ki:2234,False,False,False
CHEMBL214_Ki,157,calibration,CHEMBL214_Ki:2027,CHEMBL214_Ki:2503,False,False,False
CHEMBL214_Ki,158,calibration,CHEMBL214_Ki:2028,CHEMBL214_Ki:2038,False,False,False
CHEMBL214_Ki,163,test,CHEMBL214_Ki:2071,CHEMBL214_Ki:2076,False,False,False
CHEMBL214_Ki,167,calibration,CHEMBL214_Ki:2088,CHEMBL214_Ki:2092,False,False,False
CHEMBL214_Ki,168,calibration,CHEMBL214_Ki:2094,CHEMBL214_Ki:2339,False,False,False
CHEMBL214_Ki,169,test,CHEMBL214_Ki:2108,CHEMBL214_Ki:2119,False,False,False
CHEMBL214_Ki,170,calibration,CHEMBL214_Ki:2112,CHEMBL214_Ki:2121,False,False,False
CHEMBL214_Ki,171,calibration,CHEMBL214_Ki:2155,CHEMBL214_Ki:2605,False,False,False
CHEMBL214_Ki,172,calibration,CHEMBL214_Ki:2187,CHEMBL214_Ki:2215,False,False,False
CHEMBL214_Ki,174,calibration,CHEMBL214_Ki:2220,CHEMBL214_Ki:3313,False,False,False
CHEMBL214_Ki,178,calibration,CHEMBL214_Ki:2304,CHEMBL214_Ki:2305,False,False,False
CHEMBL214_Ki,146,test,CHEMBL214_Ki:2431,CHEMBL214_Ki:2740,False,False,False
CHEMBL214_Ki,147,test,CHEMBL214_Ki:2432,CHEMBL214_Ki:2438,False,False,False
CHEMBL214_Ki,180,test,CHEMBL214_Ki:2471,CHEMBL214_Ki:2474,False,False,False
CHEMBL214_Ki,183,test,CHEMBL214_Ki:2486,CHEMBL214_Ki:2488,False,False,False
CHEMBL214_Ki,184,calibration,CHEMBL214_Ki:2500,CHEMBL214_Ki:2504,False,False,False
CHEMBL214_Ki,186,test,CHEMBL214_Ki:2565,CHEMBL214_Ki:2572,False,False,False
CHEMBL214_Ki,188,test,CHEMBL214_Ki:2595,CHEMBL214_Ki:2596,False,False,False
CHEMBL214_Ki,191,test,CHEMBL214_Ki:2610,CHEMBL214_Ki:2619,False,False,False
CHEMBL214_Ki,194,test,CHEMBL214_Ki:2639,CHEMBL214_Ki:2641,False,False,False
CHEMBL214_Ki,196,test,CHEMBL214_Ki:2667,CHEMBL214_Ki:2672,False,False,False
CHEMBL214_Ki,197,calibration,CHEMBL214_Ki:2754,CHEMBL214_Ki:2756,False,False,False
CHEMBL214_Ki,198,calibration,CHEMBL214_Ki:2770,CHEMBL214_Ki:2776,False,False,False
CHEMBL214_Ki,199,calibration,CHEMBL214_Ki:2794,CHEMBL214_Ki:2809,False,False,False
CHEMBL214_Ki,200,calibration,CHEMBL214_Ki:2816,CHEMBL214_Ki:2818,False,False,False
CHEMBL214_Ki,201,test,CHEMBL214_Ki:2828,CHEMBL214_Ki:2829,False,False,False
CHEMBL214_Ki,203,test,CHEMBL214_Ki:2842,CHEMBL214_Ki:2856,False,False,False
CHEMBL214_Ki,208,calibration,CHEMBL214_Ki:2900,CHEMBL214_Ki:2908,False,False,False
CHEMBL214_Ki,211,test,CHEMBL214_Ki:2960,CHEMBL214_Ki:2963,False,False,False
CHEMBL214_Ki,213,calibration,CHEMBL214_Ki:2978,CHEMBL214_Ki:2979,False,False,False
CHEMBL214_Ki,216,test,CHEMBL214_Ki:2996,CHEMBL214_Ki:3002,False,False,False
CHEMBL214_Ki,217,test,CHEMBL214_Ki:3025,CHEMBL214_Ki:3028,False,False,False
CHEMBL214_Ki,218,calibration,CHEMBL214_Ki:3036,CHEMBL214_Ki:3041,False,False,False
CHEMBL214_Ki,220,calibration,CHEMBL214_Ki:3069,CHEMBL214_Ki:3077,False,False,False
CHEMBL214_Ki,219,test,CHEMBL214_Ki:3074,CHEMBL214_Ki:3193,False,False,False
CHEMBL214_Ki,221,calibration,CHEMBL214_Ki:3091,CHEMBL214_Ki:3173,False,False,False
CHEMBL214_Ki,223,calibration,CHEMBL214_Ki:3126,CHEMBL214_Ki:3136,False,False,False
CHEMBL214_Ki,225,test,CHEMBL214_Ki:3151,CHEMBL214_Ki:3154,False,False,False
CHEMBL214_Ki,120,test,CHEMBL214_Ki:3221,CHEMBL214_Ki:3222,False,False,False
CHEMBL218_EC50,0,calibration,CHEMBL218_EC50:2,CHEMBL218_EC50:195,False,False,False
CHEMBL218_EC50,1,calibration,CHEMBL218_EC50:12,CHEMBL218_EC50:15,False,False,False
CHEMBL218_EC50,2,test,CHEMBL218_EC50:19,CHEMBL218_EC50:510,False,False,False
CHEMBL218_EC50,3,test,CHEMBL218_EC50:26,CHEMBL218_EC50:31,False,False,False
CHEMBL218_EC50,4,test,CHEMBL218_EC50:34,CHEMBL218_EC50:36,False,False,False
CHEMBL218_EC50,7,calibration,CHEMBL218_EC50:70,CHEMBL218_EC50:513,False,False,False
CHEMBL218_EC50,11,calibration,CHEMBL218_EC50:141,CHEMBL218_EC50:154,False,False,False
CHEMBL218_EC50,17,test,CHEMBL218_EC50:254,CHEMBL218_EC50:255,False,False,False
CHEMBL218_EC50,19,calibration,CHEMBL218_EC50:262,CHEMBL218_EC50:263,False,False,False
CHEMBL218_EC50,22,calibration,CHEMBL218_EC50:285,CHEMBL218_EC50:576,False,False,False
CHEMBL218_EC50,27,test,CHEMBL218_EC50:321,CHEMBL218_EC50:338,False,False,False
CHEMBL218_EC50,29,test,CHEMBL218_EC50:330,CHEMBL218_EC50:339,False,False,False
CHEMBL218_EC50,30,calibration,CHEMBL218_EC50:337,CHEMBL218_EC50:611,False,False,False
CHEMBL218_EC50,31,test,CHEMBL218_EC50:347,CHEMBL218_EC50:1020,False,False,False
CHEMBL218_EC50,32,calibration,CHEMBL218_EC50:355,CHEMBL218_EC50:357,False,False,False
CHEMBL218_EC50,35,calibration,CHEMBL218_EC50:379,CHEMBL218_EC50:383,False,False,False
CHEMBL218_EC50,36,test,CHEMBL218_EC50:396,CHEMBL218_EC50:402,False,False,False
CHEMBL218_EC50,37,calibration,CHEMBL218_EC50:399,CHEMBL218_EC50:405,False,False,False
CHEMBL218_EC50,42,calibration,CHEMBL218_EC50:481,CHEMBL218_EC50:488,False,False,False
CHEMBL218_EC50,43,calibration,CHEMBL218_EC50:492,CHEMBL218_EC50:494,False,False,False
CHEMBL218_EC50,45,calibration,CHEMBL218_EC50:523,CHEMBL218_EC50:549,False,False,False
CHEMBL218_EC50,46,calibration,CHEMBL218_EC50:525,CHEMBL218_EC50:530,False,False,False
CHEMBL218_EC50,47,test,CHEMBL218_EC50:538,CHEMBL218_EC50:540,False,False,False
CHEMBL218_EC50,49,test,CHEMBL218_EC50:560,CHEMBL218_EC50:565,False,False,False
CHEMBL218_EC50,51,test,CHEMBL218_EC50:630,CHEMBL218_EC50:649,False,False,False
CHEMBL218_EC50,52,test,CHEMBL218_EC50:676,CHEMBL218_EC50:690,False,False,False
CHEMBL218_EC50,57,test,CHEMBL218_EC50:696,CHEMBL218_EC50:723,False,False,False
CHEMBL218_EC50,54,calibration,CHEMBL218_EC50:700,CHEMBL218_EC50:782,False,False,False
CHEMBL218_EC50,61,test,CHEMBL218_EC50:749,CHEMBL218_EC50:809,False,False,False
CHEMBL218_EC50,58,test,CHEMBL218_EC50:798,CHEMBL218_EC50:799,False,False,False
CHEMBL218_EC50,63,test,CHEMBL218_EC50:828,CHEMBL218_EC50:875,False,False,False
CHEMBL218_EC50,65,calibration,CHEMBL218_EC50:851,CHEMBL218_EC50:858,False,False,False
CHEMBL218_EC50,68,test,CHEMBL218_EC50:943,CHEMBL218_EC50:1000,False,False,False
CHEMBL218_EC50,69,test,CHEMBL218_EC50:953,CHEMBL218_EC50:956,False,False,False
CHEMBL218_EC50,70,calibration,CHEMBL218_EC50:957,CHEMBL218_EC50:958,False,False,False
CHEMBL218_EC50,50,test,CHEMBL218_EC50:963,CHEMBL218_EC50:964,False,False,False
CHEMBL218_EC50,71,calibration,CHEMBL218_EC50:968,CHEMBL218_EC50:969,False,False,False
CHEMBL218_EC50,72,test,CHEMBL218_EC50:982,CHEMBL218_EC50:983,False,False,False
CHEMBL219_Ki,1,calibration,CHEMBL219_Ki:4,CHEMBL219_Ki:537,False,False,False
CHEMBL219_Ki,3,calibration,CHEMBL219_Ki:25,CHEMBL219_Ki:547,False,False,False
CHEMBL219_Ki,10,test,CHEMBL219_Ki:87,CHEMBL219_Ki:996,False,False,False
CHEMBL219_Ki,11,test,CHEMBL219_Ki:88,CHEMBL219_Ki:1010,False,False,False
CHEMBL219_Ki,16,calibration,CHEMBL219_Ki:102,CHEMBL219_Ki:594,False,False,False
CHEMBL219_Ki,17,test,CHEMBL219_Ki:106,CHEMBL219_Ki:435,False,False,False
CHEMBL219_Ki,20,test,CHEMBL219_Ki:129,CHEMBL219_Ki:145,False,False,False
CHEMBL219_Ki,21,test,CHEMBL219_Ki:134,CHEMBL219_Ki:1716,False,False,False
CHEMBL219_Ki,25,calibration,CHEMBL219_Ki:159,CHEMBL219_Ki:229,False,False,False
CHEMBL219_Ki,27,calibration,CHEMBL219_Ki:192,CHEMBL219_Ki:196,False,False,False
CHEMBL219_Ki,26,test,CHEMBL219_Ki:194,CHEMBL219_Ki:202,False,False,False
CHEMBL219_Ki,29,calibration,CHEMBL219_Ki:242,CHEMBL219_Ki:248,False,False,False
CHEMBL219_Ki,34,calibration,CHEMBL219_Ki:283,CHEMBL219_Ki:291,False,False,False
CHEMBL219_Ki,33,calibration,CHEMBL219_Ki:287,CHEMBL219_Ki:302,False,False,False
CHEMBL219_Ki,35,calibration,CHEMBL219_Ki:300,CHEMBL219_Ki:310,False,False,False
CHEMBL219_Ki,37,test,CHEMBL219_Ki:330,CHEMBL219_Ki:603,False,False,False
CHEMBL219_Ki,38,calibration,CHEMBL219_Ki:333,CHEMBL219_Ki:415,False,False,False
CHEMBL219_Ki,6,calibration,CHEMBL219_Ki:335,CHEMBL219_Ki:343,False,False,False
CHEMBL219_Ki,40,calibration,CHEMBL219_Ki:357,CHEMBL219_Ki:1169,False,False,False
CHEMBL219_Ki,41,test,CHEMBL219_Ki:358,CHEMBL219_Ki:364,False,False,False
CHEMBL219_Ki,42,test,CHEMBL219_Ki:375,CHEMBL219_Ki:411,False,False,False
CHEMBL219_Ki,45,test,CHEMBL219_Ki:405,CHEMBL219_Ki:429,False,False,False
CHEMBL219_Ki,48,test,CHEMBL219_Ki:433,CHEMBL219_Ki:458,False,False,False
CHEMBL219_Ki,49,test,CHEMBL219_Ki:451,CHEMBL219_Ki:483,False,False,False
CHEMBL219_Ki,52,test,CHEMBL219_Ki:453,CHEMBL219_Ki:471,False,False,False
CHEMBL219_Ki,47,test,CHEMBL219_Ki:459,CHEMBL219_Ki:466,False,False,False
CHEMBL219_Ki,53,test,CHEMBL219_Ki:460,CHEMBL219_Ki:550,False,False,False
CHEMBL219_Ki,58,test,CHEMBL219_Ki:533,CHEMBL219_Ki:540,False,False,False
CHEMBL219_Ki,56,test,CHEMBL219_Ki:582,CHEMBL219_Ki:619,False,False,False
CHEMBL219_Ki,62,calibration,CHEMBL219_Ki:584,CHEMBL219_Ki:698,False,False,False
CHEMBL219_Ki,63,calibration,CHEMBL219_Ki:640,CHEMBL219_Ki:651,False,False,False
CHEMBL219_Ki,64,test,CHEMBL219_Ki:663,CHEMBL219_Ki:1229,False,False,False
CHEMBL219_Ki,68,calibration,CHEMBL219_Ki:743,CHEMBL219_Ki:1193,False,False,False
CHEMBL219_Ki,70,calibration,CHEMBL219_Ki:764,CHEMBL219_Ki:766,False,False,False
CHEMBL219_Ki,71,test,CHEMBL219_Ki:772,CHEMBL219_Ki:789,False,False,False
CHEMBL219_Ki,59,calibration,CHEMBL219_Ki:773,CHEMBL219_Ki:820,False,False,False
CHEMBL219_Ki,74,calibration,CHEMBL219_Ki:861,CHEMBL219_Ki:1168,False,False,False
CHEMBL219_Ki,77,test,CHEMBL219_Ki:1054,CHEMBL219_Ki:1236,False,False,False
CHEMBL219_Ki,84,calibration,CHEMBL219_Ki:1070,CHEMBL219_Ki:1082,False,False,False
CHEMBL219_Ki,85,test,CHEMBL219_Ki:1117,CHEMBL219_Ki:1134,False,False,False
CHEMBL219_Ki,86,test,CHEMBL219_Ki:1119,CHEMBL219_Ki:1124,False,False,False
CHEMBL219_Ki,87,test,CHEMBL219_Ki:1144,CHEMBL219_Ki:1145,False,False,False
CHEMBL219_Ki,91,calibration,CHEMBL219_Ki:1210,CHEMBL219_Ki:1212,False,False,False
CHEMBL219_Ki,76,test,CHEMBL219_Ki:1235,CHEMBL219_Ki:1240,False,False,False
CHEMBL219_Ki,93,calibration,CHEMBL219_Ki:1243,CHEMBL219_Ki:1253,False,False,False
CHEMBL219_Ki,94,test,CHEMBL219_Ki:1245,CHEMBL219_Ki:1249,False,False,False
CHEMBL219_Ki,95,test,CHEMBL219_Ki:1247,CHEMBL219_Ki:1256,False,False,False
CHEMBL219_Ki,96,test,CHEMBL219_Ki:1285,CHEMBL219_Ki:1291,False,False,False
CHEMBL219_Ki,98,calibration,CHEMBL219_Ki:1315,CHEMBL219_Ki:1838,False,False,False
CHEMBL219_Ki,99,test,CHEMBL219_Ki:1397,CHEMBL219_Ki:1402,False,False,False
CHEMBL219_Ki,106,calibration,CHEMBL219_Ki:1482,CHEMBL219_Ki:1483,False,False,False
CHEMBL219_Ki,107,calibration,CHEMBL219_Ki:1487,CHEMBL219_Ki:1490,False,False,False
CHEMBL219_Ki,108,calibration,CHEMBL219_Ki:1497,CHEMBL219_Ki:1564,False,False,False
CHEMBL219_Ki,109,test,CHEMBL219_Ki:1502,CHEMBL219_Ki:1508,False,False,False
CHEMBL219_Ki,112,calibration,CHEMBL219_Ki:1552,CHEMBL219_Ki:1556,False,False,False
CHEMBL219_Ki,114,calibration,CHEMBL219_Ki:1576,CHEMBL219_Ki:1578,False,False,False
CHEMBL219_Ki,115,test,CHEMBL219_Ki:1594,CHEMBL219_Ki:1614,False,False,False
CHEMBL219_Ki,111,calibration,CHEMBL219_Ki:1623,CHEMBL219_Ki:1639,False,False,False
CHEMBL219_Ki,116,calibration,CHEMBL219_Ki:1641,CHEMBL219_Ki:1643,False,False,False
CHEMBL219_Ki,117,calibration,CHEMBL219_Ki:1681,CHEMBL219_Ki:1693,False,False,False
CHEMBL219_Ki,119,calibration,CHEMBL219_Ki:1722,CHEMBL219_Ki:1723,False,False,False
CHEMBL219_Ki,120,test,CHEMBL219_Ki:1725,CHEMBL219_Ki:1726,False,False,False
CHEMBL219_Ki,121,test,CHEMBL219_Ki:1727,CHEMBL219_Ki:1731,False,False,False
CHEMBL219_Ki,122,calibration,CHEMBL219_Ki:1728,CHEMBL219_Ki:1729,False,False,False
CHEMBL219_Ki,126,test,CHEMBL219_Ki:1755,CHEMBL219_Ki:1758,False,False,False
CHEMBL219_Ki,127,test,CHEMBL219_Ki:1763,CHEMBL219_Ki:1764,False,False,False
CHEMBL219_Ki,128,calibration,CHEMBL219_Ki:1776,CHEMBL219_Ki:1779,False,False,False
CHEMBL228_Ki,2,calibration,CHEMBL228_Ki:14,CHEMBL228_Ki:632,False,False,False
CHEMBL228_Ki,3,calibration,CHEMBL228_Ki:34,CHEMBL228_Ki:38,False,False,False
CHEMBL228_Ki,4,test,CHEMBL228_Ki:40,CHEMBL228_Ki:44,False,False,False
CHEMBL228_Ki,5,test,CHEMBL228_Ki:60,CHEMBL228_Ki:831,False,False,False
CHEMBL228_Ki,9,test,CHEMBL228_Ki:81,CHEMBL228_Ki:118,False,False,False
CHEMBL228_Ki,12,test,CHEMBL228_Ki:136,CHEMBL228_Ki:139,False,False,False
CHEMBL228_Ki,13,calibration,CHEMBL228_Ki:157,CHEMBL228_Ki:158,False,False,False
CHEMBL228_Ki,15,test,CHEMBL228_Ki:193,CHEMBL228_Ki:194,False,False,False
CHEMBL228_Ki,16,calibration,CHEMBL228_Ki:213,CHEMBL228_Ki:214,False,False,False
CHEMBL228_Ki,17,test,CHEMBL228_Ki:215,CHEMBL228_Ki:220,False,False,False
CHEMBL228_Ki,21,calibration,CHEMBL228_Ki:244,CHEMBL228_Ki:834,False,False,False
CHEMBL228_Ki,23,test,CHEMBL228_Ki:278,CHEMBL228_Ki:281,False,False,False
CHEMBL228_Ki,24,test,CHEMBL228_Ki:299,CHEMBL228_Ki:302,False,False,False
CHEMBL228_Ki,6,calibration,CHEMBL228_Ki:340,CHEMBL228_Ki:838,False,False,False
CHEMBL228_Ki,35,calibration,CHEMBL228_Ki:439,CHEMBL228_Ki:505,False,False,False
CHEMBL228_Ki,36,calibration,CHEMBL228_Ki:463,CHEMBL228_Ki:469,False,False,False
CHEMBL228_Ki,38,test,CHEMBL228_Ki:474,CHEMBL228_Ki:498,False,False,False
CHEMBL228_Ki,29,calibration,CHEMBL228_Ki:479,CHEMBL228_Ki:492,False,False,False
CHEMBL228_Ki,30,calibration,CHEMBL228_Ki:487,CHEMBL228_Ki:488,False,False,False
CHEMBL228_Ki,34,test,CHEMBL228_Ki:528,CHEMBL228_Ki:531,False,False,False
CHEMBL228_Ki,0,test,CHEMBL228_Ki:610,CHEMBL228_Ki:1417,False,False,False
CHEMBL228_Ki,46,test,CHEMBL228_Ki:650,CHEMBL228_Ki:651,False,False,False
CHEMBL228_Ki,47,calibration,CHEMBL228_Ki:653,CHEMBL228_Ki:654,False,False,False
CHEMBL228_Ki,48,test,CHEMBL228_Ki:667,CHEMBL228_Ki:1454,False,False,False
CHEMBL228_Ki,49,test,CHEMBL228_Ki:676,CHEMBL228_Ki:1320,False,False,False
CHEMBL228_Ki,52,test,CHEMBL228_Ki:691,CHEMBL228_Ki:696,False,False,False
CHEMBL228_Ki,45,calibration,CHEMBL228_Ki:699,CHEMBL228_Ki:712,False,False,False
CHEMBL228_Ki,53,test,CHEMBL228_Ki:728,CHEMBL228_Ki:729,False,False,False
CHEMBL228_Ki,56,calibration,CHEMBL228_Ki:734,CHEMBL228_Ki:748,False,False,False
CHEMBL228_Ki,55,test,CHEMBL228_Ki:739,CHEMBL228_Ki:749,False,False,False
CHEMBL228_Ki,57,test,CHEMBL228_Ki:764,CHEMBL228_Ki:774,False,False,False
CHEMBL228_Ki,58,calibration,CHEMBL228_Ki:786,CHEMBL228_Ki:792,False,False,False
CHEMBL228_Ki,60,test,CHEMBL228_Ki:804,CHEMBL228_Ki:806,False,False,False
CHEMBL228_Ki,61,test,CHEMBL228_Ki:826,CHEMBL228_Ki:827,False,False,False
CHEMBL228_Ki,64,test,CHEMBL228_Ki:849,CHEMBL228_Ki:866,False,False,False
CHEMBL228_Ki,65,test,CHEMBL228_Ki:850,CHEMBL228_Ki:879,False,False,False
CHEMBL228_Ki,66,test,CHEMBL228_Ki:852,CHEMBL228_Ki:867,False,False,False
CHEMBL228_Ki,68,calibration,CHEMBL228_Ki:886,CHEMBL228_Ki:888,False,False,False
CHEMBL228_Ki,69,calibration,CHEMBL228_Ki:894,CHEMBL228_Ki:895,False,False,False
CHEMBL228_Ki,73,calibration,CHEMBL228_Ki:938,CHEMBL228_Ki:949,False,False,False
CHEMBL228_Ki,78,calibration,CHEMBL228_Ki:993,CHEMBL228_Ki:1101,False,False,False
CHEMBL228_Ki,79,test,CHEMBL228_Ki:1015,CHEMBL228_Ki:1016,False,False,False
CHEMBL228_Ki,85,calibration,CHEMBL228_Ki:1102,CHEMBL228_Ki:1644,False,False,False
CHEMBL228_Ki,86,calibration,CHEMBL228_Ki:1108,CHEMBL228_Ki:1137,False,False,False
CHEMBL228_Ki,88,test,CHEMBL228_Ki:1165,CHEMBL228_Ki:1195,False,False,False
CHEMBL228_Ki,89,test,CHEMBL228_Ki:1171,CHEMBL228_Ki:1197,False,False,False
CHEMBL228_Ki,90,calibration,CHEMBL228_Ki:1228,CHEMBL228_Ki:1231,False,False,False
CHEMBL228_Ki,91,calibration,CHEMBL228_Ki:1281,CHEMBL228_Ki:1303,False,False,False
CHEMBL228_Ki,92,calibration,CHEMBL228_Ki:1319,CHEMBL228_Ki:1333,False,False,False
CHEMBL228_Ki,93,test,CHEMBL228_Ki:1335,CHEMBL228_Ki:1339,False,False,False
CHEMBL228_Ki,94,calibration,CHEMBL228_Ki:1336,CHEMBL228_Ki:1340,False,False,False
CHEMBL228_Ki,99,calibration,CHEMBL228_Ki:1361,CHEMBL228_Ki:1367,False,False,False
CHEMBL228_Ki,100,calibration,CHEMBL228_Ki:1405,CHEMBL228_Ki:1408,False,False,False
CHEMBL228_Ki,103,test,CHEMBL228_Ki:1437,CHEMBL228_Ki:1443,False,False,False
CHEMBL228_Ki,104,calibration,CHEMBL228_Ki:1439,CHEMBL228_Ki:1440,False,False,False
CHEMBL228_Ki,106,test,CHEMBL228_Ki:1467,CHEMBL228_Ki:1468,False,False,False
CHEMBL228_Ki,115,calibration,CHEMBL228_Ki:1593,CHEMBL228_Ki:1595,False,False,False
CHEMBL228_Ki,118,test,CHEMBL228_Ki:1661,CHEMBL228_Ki:1662,False,False,False
CHEMBL228_Ki,111,calibration,CHEMBL228_Ki:1665,CHEMBL228_Ki:1668,False,False,False
CHEMBL228_Ki,119,calibration,CHEMBL228_Ki:1673,CHEMBL228_Ki:1674,False,False,False
CHEMBL228_Ki,120,test,CHEMBL228_Ki:1681,CHEMBL228_Ki:1697,False,False,False
CHEMBL231_Ki,2,calibration,CHEMBL231_Ki:32,CHEMBL231_Ki:42,False,False,False
CHEMBL231_Ki,1,test,CHEMBL231_Ki:35,CHEMBL231_Ki:45,False,False,False
CHEMBL231_Ki,3,calibration,CHEMBL231_Ki:67,CHEMBL231_Ki:72,False,False,False
CHEMBL231_Ki,4,calibration,CHEMBL231_Ki:81,CHEMBL231_Ki:357,False,False,False
CHEMBL231_Ki,5,test,CHEMBL231_Ki:86,CHEMBL231_Ki:558,False,False,False
CHEMBL231_Ki,7,test,CHEMBL231_Ki:96,CHEMBL231_Ki:99,False,False,False
CHEMBL231_Ki,8,test,CHEMBL231_Ki:97,CHEMBL231_Ki:164,False,False,False
CHEMBL231_Ki,6,test,CHEMBL231_Ki:120,CHEMBL231_Ki:133,False,False,False
CHEMBL231_Ki,10,test,CHEMBL231_Ki:154,CHEMBL231_Ki:182,False,False,False
CHEMBL231_Ki,14,calibration,CHEMBL231_Ki:197,CHEMBL231_Ki:209,False,False,False
CHEMBL231_Ki,16,test,CHEMBL231_Ki:219,CHEMBL231_Ki:286,False,False,False
CHEMBL231_Ki,17,test,CHEMBL231_Ki:253,CHEMBL231_Ki:254,False,False,False
CHEMBL231_Ki,21,test,CHEMBL231_Ki:309,CHEMBL231_Ki:311,False,False,False
CHEMBL231_Ki,23,calibration,CHEMBL231_Ki:331,CHEMBL231_Ki:334,False,False,False
CHEMBL231_Ki,24,calibration,CHEMBL231_Ki:341,CHEMBL231_Ki:347,False,False,False
CHEMBL231_Ki,26,test,CHEMBL231_Ki:349,CHEMBL231_Ki:541,False,False,False
CHEMBL231_Ki,27,calibration,CHEMBL231_Ki:362,CHEMBL231_Ki:917,False,False,False
CHEMBL231_Ki,29,calibration,CHEMBL231_Ki:392,CHEMBL231_Ki:397,False,False,False
CHEMBL231_Ki,34,test,CHEMBL231_Ki:501,CHEMBL231_Ki:532,False,False,False
CHEMBL231_Ki,35,calibration,CHEMBL231_Ki:509,CHEMBL231_Ki:531,False,False,False
CHEMBL231_Ki,37,calibration,CHEMBL231_Ki:567,CHEMBL231_Ki:570,False,False,False
CHEMBL231_Ki,44,test,CHEMBL231_Ki:697,CHEMBL231_Ki:727,False,False,False
CHEMBL231_Ki,43,test,CHEMBL231_Ki:703,CHEMBL231_Ki:706,False,False,False
CHEMBL231_Ki,46,test,CHEMBL231_Ki:754,CHEMBL231_Ki:760,False,False,False
CHEMBL231_Ki,51,test,CHEMBL231_Ki:895,CHEMBL231_Ki:899,False,False,False
CHEMBL231_Ki,53,calibration,CHEMBL231_Ki:904,CHEMBL231_Ki:905,False,False,False
CHEMBL231_Ki,54,calibration,CHEMBL231_Ki:935,CHEMBL231_Ki:936,False,False,False
CHEMBL231_Ki,15,calibration,CHEMBL231_Ki:959,CHEMBL231_Ki:960,False,False,False
CHEMBL233_Ki,1,test,CHEMBL233_Ki:32,CHEMBL233_Ki:35,False,False,False
CHEMBL233_Ki,5,calibration,CHEMBL233_Ki:53,CHEMBL233_Ki:80,True,True,True
CHEMBL233_Ki,13,test,CHEMBL233_Ki:116,CHEMBL233_Ki:1946,False,False,False
CHEMBL233_Ki,15,calibration,CHEMBL233_Ki:155,CHEMBL233_Ki:1495,False,False,False
CHEMBL233_Ki,16,calibration,CHEMBL233_Ki:156,CHEMBL233_Ki:1496,False,False,False
CHEMBL233_Ki,18,test,CHEMBL233_Ki:164,CHEMBL233_Ki:170,False,False,False
CHEMBL233_Ki,19,calibration,CHEMBL233_Ki:186,CHEMBL233_Ki:199,False,False,False
CHEMBL233_Ki,22,calibration,CHEMBL233_Ki:230,CHEMBL233_Ki:254,False,False,False
CHEMBL233_Ki,24,test,CHEMBL233_Ki:240,CHEMBL233_Ki:2898,False,False,False
CHEMBL233_Ki,26,calibration,CHEMBL233_Ki:277,CHEMBL233_Ki:3059,False,False,False
CHEMBL233_Ki,28,calibration,CHEMBL233_Ki:283,CHEMBL233_Ki:297,False,False,False
CHEMBL233_Ki,31,test,CHEMBL233_Ki:307,CHEMBL233_Ki:2999,False,False,False
CHEMBL233_Ki,32,calibration,CHEMBL233_Ki:310,CHEMBL233_Ki:327,False,False,False
CHEMBL233_Ki,33,test,CHEMBL233_Ki:314,CHEMBL233_Ki:933,False,False,False
CHEMBL233_Ki,35,calibration,CHEMBL233_Ki:349,CHEMBL233_Ki:1945,False,False,False
CHEMBL233_Ki,37,calibration,CHEMBL233_Ki:373,CHEMBL233_Ki:374,False,False,False
CHEMBL233_Ki,41,test,CHEMBL233_Ki:444,CHEMBL233_Ki:451,False,False,False
CHEMBL233_Ki,44,test,CHEMBL233_Ki:462,CHEMBL233_Ki:468,False,False,False
CHEMBL233_Ki,43,calibration,CHEMBL233_Ki:463,CHEMBL233_Ki:466,False,False,False
CHEMBL233_Ki,45,test,CHEMBL233_Ki:464,CHEMBL233_Ki:467,False,False,False
CHEMBL233_Ki,47,test,CHEMBL233_Ki:475,CHEMBL233_Ki:481,False,False,False
CHEMBL233_Ki,48,test,CHEMBL233_Ki:487,CHEMBL233_Ki:1097,False,False,False
CHEMBL233_Ki,50,test,CHEMBL233_Ki:517,CHEMBL233_Ki:2218,False,False,False
CHEMBL233_Ki,52,test,CHEMBL233_Ki:555,CHEMBL233_Ki:568,False,False,False
CHEMBL233_Ki,53,test,CHEMBL233_Ki:602,CHEMBL233_Ki:635,False,False,False
CHEMBL233_Ki,54,test,CHEMBL233_Ki:617,CHEMBL233_Ki:620,False,False,False
